Slice,X,Y
1,1413,2343
1,1410,2898
1,2253,2868
1,2232,2331
3,1698,2418
3,1680,2919
3,2445,2913
3,2445,2421
4,1698,2475
4,1695,3012
4,2514,3003
4,2496,2469
5,1332,2550
5,1326,3111
5,2184,3090
5,2166,2526
6,1479,2322
6,1464,2871
6,2310,2868
6,2295,2322
7,1476,2469
7,1458,3036
7,2325,3018
7,2310,2460
8,1290,2466
8,1263,3027
8,2124,3027
8,2118,2475
9,1260,2442
9,1233,2997
9,2103,3012
9,2109,2454
10,1332,2340
10,1299,2883
10,2160,2895
10,2157,2355
11,1197,2406
11,1167,2976
11,2046,2985
11,2040,2412
