movie_name,movie_slice,roi_index,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24
MVI_7956.MOV,0001,1, 40.2665, 67.8923, 36.3859, 30.2981, 29.7201, 44.0962, 47.4980, 40.3009, 50.7558, 20.0156, 53.4273, 62.6994, 20.8910, 33.5142, 35.3663, 71.9925, 57.0096, 34.3999, 77.5286, 59.6140, 68.2277, 43.4172, 14.7316,  8.7522
MVI_7956.MOV,0002,1, 40.9692, 68.3800, 37.3102, 29.7456, 29.3994, 43.4726, 48.1337, 41.0550, 51.6415, 19.5582, 53.0458, 62.7498, 20.8311, 33.6118, 35.4835, 71.7634, 56.8821, 32.9023, 77.7987, 60.0002, 68.2618, 43.0629, 13.9396,  6.9234
MVI_7956.MOV,0003,1, 41.9576, 67.7800, 36.7050, 30.7839, 30.5025, 45.5705, 49.2088, 41.0150, 49.8796, 20.6980, 55.3097, 64.2896, 22.6340, 35.5694, 36.7745, 73.6146, 58.6460, 35.9673, 78.9690, 61.6760, 69.5821, 44.7491, 15.4455,  9.0866
MVI_7956.MOV,0004,1, 43.0563, 68.4448, 37.9306, 31.2498, 31.5260, 46.2524, 50.2935, 42.0804, 50.7733, 21.2202, 56.0382, 65.1002, 23.3269, 36.5720, 38.0027, 74.2506, 59.7986, 36.6902, 79.6578, 62.7988, 70.6072, 45.7883, 16.0660,  9.6243
MVI_7956.MOV,0005,1, 43.4967, 69.0089, 37.9783, 31.4314, 31.5349, 46.4460, 50.7128, 42.2066, 51.3077, 21.6317, 56.3459, 65.5905, 23.7543, 36.7986, 38.0141, 74.5034, 60.0963, 36.9504, 80.0744, 63.3799, 71.0141, 45.6488, 15.8589,  9.5414
MVI_7956.MOV,0006,1, 43.5371, 68.9700, 38.2663, 31.7279, 31.6614, 46.6453, 50.8343, 42.5738, 51.3767, 21.4983, 56.5337, 65.4160, 23.7042, 37.0959, 37.9037, 74.6999, 60.0513, 36.9899, 80.1104, 63.2058, 71.1160, 45.7461, 15.8586,  9.8032
MVI_7956.MOV,0007,1, 43.3991, 68.9684, 38.1586, 31.5519, 31.4834, 46.8187, 50.7161, 42.5374, 51.4116, 21.3557, 56.3564, 65.3734, 23.6669, 37.0312, 38.3200, 74.4464, 59.9440, 36.6233, 80.2793, 63.2660, 70.9392, 46.0074, 15.8487,  9.6850
MVI_7956.MOV,0008,1, 43.2505, 68.8080, 38.0945, 31.5923, 31.6024, 46.3548, 50.7161, 42.4137, 51.4786, 21.5409, 56.2169, 65.1273, 23.9247, 36.9097, 38.2464, 74.4984, 60.0210, 36.6042, 80.0100, 63.1849, 71.0007, 45.7746, 15.8988,  9.6843
MVI_7956.MOV,0009,1, 43.2188, 68.9547, 37.9919, 31.4046, 31.7436, 46.5717, 50.5649, 42.1774, 50.8588, 21.4719, 56.1183, 65.0315, 24.0027, 36.8959, 38.1535, 74.2659, 59.8118, 36.3334, 80.0165, 63.0375, 70.7511, 45.6775, 15.8872,  9.7016
MVI_7956.MOV,0010,1, 43.5698, 68.6898, 37.8124, 31.5611, 31.7463, 46.5090, 50.6081, 42.3950, 51.1331, 21.2617, 56.3052, 65.1635, 23.6059, 36.8773, 38.0226, 74.3742, 59.9793, 36.5155, 79.9392, 63.0178, 71.1121, 45.7425, 15.8997,  9.7947
MVI_7956.MOV,0011,1, 43.2768, 68.6650, 38.0674, 31.5576, 31.4974, 46.3479, 50.7482, 42.2276, 51.1953, 21.2363, 56.3330, 65.1964, 23.5787, 36.6267, 37.9440, 74.4796, 59.7516, 36.5337, 80.0039, 63.0969, 70.7415, 45.8615, 15.7897,  9.5322
