3.749151912683537091e+00,1.700456123795711605e+01,1.882022200130585787e+01
3.406686059891112617e+00,1.692193240719352332e+01,1.881066848164685723e+01
2.944292484300473856e+00,1.638715652852237170e+01,1.825328625532560523e+01
2.816159373408184230e+00,1.578042680890995975e+01,1.789823303968952217e+01
2.719593088530871672e+00,1.587661062465813799e+01,1.749388644134563009e+01
2.741058849762136429e+00,1.571585628180063310e+01,1.744921221668456468e+01
2.688116641202347168e+00,1.553944559813504966e+01,1.701690546263746384e+01
2.508662399043385616e+00,1.536158782689497748e+01,1.706681084801239479e+01
2.693350417001342922e+00,1.512264980244449575e+01,1.671663241396700172e+01
2.518178577902869808e+00,1.509750856109940287e+01,1.677722735146567246e+01
2.635973042791643906e+00,1.499140107320809889e+01,1.630931909218703169e+01
2.493020023050146694e+00,1.521098522790072316e+01,1.645131089241371214e+01
2.514525887339090549e+00,1.535611216710042903e+01,1.658934162001951762e+01
2.541557877038816748e+00,1.558473962138842417e+01,1.657056378491429882e+01
2.463235979604847525e+00,1.529940398206193386e+01,1.639673189668648590e+01
2.505104559460794356e+00,1.522635368321537896e+01,1.620591767317198872e+01
2.490775341244346741e+00,1.533978493547909316e+01,1.608422179350582226e+01
2.474836148324677687e+00,1.501098186942254209e+01,1.599652386625510481e+01
2.428341286876038119e+00,1.500296153770650776e+01,1.579385658496823375e+01
2.430860257029825444e+00,1.495630096211601590e+01,1.565962446862257984e+01
2.411804314362447244e+00,1.478923796789411149e+01,1.555888121244078270e+01
2.350665380375497548e+00,1.500173240456549806e+01,1.553432489139386519e+01
2.309707906975661640e+00,1.466017290545241103e+01,1.556749193742122728e+01
2.332840718529589630e+00,1.464951947010166400e+01,1.546010859377751423e+01
2.322529752317376239e+00,1.475514454508538797e+01,1.540165762347846723e+01
2.407677546609726882e+00,1.454674169885954527e+01,1.525317656461898075e+01
2.280482988297940938e+00,1.455738120446027217e+01,1.538762592066556678e+01
2.265458286379019359e+00,1.447492492226972338e+01,1.508992985779665830e+01
2.227094020027996280e+00,1.444931087550936333e+01,1.506639769235548343e+01
2.206132543004709845e+00,1.420955620392966523e+01,1.490197357818509438e+01
2.285776709276199803e+00,1.426755344895449085e+01,1.470545425019276209e+01
2.178481668378854597e+00,1.425209566554203633e+01,1.493957977150088645e+01
2.228353401015076951e+00,1.420880836317745377e+01,1.469203451025638429e+01
2.281123802336268991e+00,1.408193323864048274e+01,1.477971465170595877e+01
2.365232363763099865e+00,1.426449838852645335e+01,1.467321334386776144e+01
2.208199104920875122e+00,1.412532501184782419e+01,1.477060456285331824e+01
2.300755803628516283e+00,1.433146050807440020e+01,1.448735968092247184e+01
2.299019476075693014e+00,1.427256456680014729e+01,1.465965226251577747e+01
2.156838380462955396e+00,1.405333206145476055e+01,1.442786652174567585e+01
2.276302808615245699e+00,1.395917871261401011e+01,1.434910723186713533e+01
2.303300052466065395e+00,1.378724543430784344e+01,1.451441173383356187e+01
2.245439229057843988e+00,1.378127060953239713e+01,1.436684745939630048e+01
2.135017381837496231e+00,1.398253677071458512e+01,1.426149207731541502e+01
2.215838395001980654e+00,1.382131058568852389e+01,1.418069426339344652e+01
2.228890155407186935e+00,1.392101283809193468e+01,1.417410179474881993e+01
2.116243052291129079e+00,1.372392099305466218e+01,1.410692029930281066e+01
2.234512076283116322e+00,1.365871907674589814e+01,1.416783827790848349e+01
2.319267117525670052e+00,1.376586365447333904e+01,1.408829419228910318e+01
2.253916090429556096e+00,1.365627119069704420e+01,1.414189332420548695e+01
2.261051208216390496e+00,1.380950891232892808e+01,1.383664580483456241e+01
2.165617501313827908e+00,1.352322366970284051e+01,1.409113215299261235e+01
2.148290915120409039e+00,1.381165262231196955e+01,1.399965271319999793e+01
2.032856814116273725e+00,1.365355276593663092e+01,1.388340098133878442e+01
2.159744767795642506e+00,1.350376615640495359e+01,1.389280767862410926e+01
2.216818421403501382e+00,1.367057603678053468e+01,1.385773820469927564e+01
2.200084796470789250e+00,1.334973012650148938e+01,1.370100328595395567e+01
2.079896993054306087e+00,1.357773535238459850e+01,1.404143192187739508e+01
2.145950109829068531e+00,1.343741896179695772e+01,1.378205849862083632e+01
2.102126955904610295e+00,1.350695903007313348e+01,1.377446067739905189e+01
2.100298837614936964e+00,1.341417741424587895e+01,1.372387131095915969e+01
2.085553759225180492e+00,1.334977353789577847e+01,1.379706516606347577e+01
