242,32.0146074712
243,32.0989167319
244,31.361912901
245,30.7284948698
246,30.3983518025
247,30.1012683122
248,29.9932180718
249,29.9560259713
250,29.7174180393
251,29.8908744923
252,29.7529459966
253,29.6089434121
254,29.6573627916
255,29.5675560156
256,29.5723662016
257,29.6616918771
258,29.6180654987
259,29.4153488462
260,29.6095298886
261,29.4259165997
262,29.6047256476
263,29.5490378996
264,29.4922102476
265,29.5249086142
266,29.4917168068
267,29.4417551943
268,29.4263657748
269,29.3530959464
270,29.4940975546
271,29.2422742018
272,29.4267024394
273,29.3603478786
274,29.397193024
275,29.4508483034
276,29.3224638801
277,29.2411508177
278,29.3788137517
279,29.2474797
280,29.3705677863
281,29.3493757742
282,29.242548489
283,29.2926478178
284,29.1987633867
285,29.3549274037
286,29.1963818944
287,29.2739607467
288,29.3924385335
289,29.3718759538
290,29.1907026442
291,29.1858223548
292,29.2674957452
293,29.2528874258
294,29.2107660171
295,29.0887043207
296,29.0716017807
297,29.3500833196
298,29.1392666381
299,29.2711624578
300,29.2121542419
301,29.215209708
