movie_name,movie_slice,roi_index,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24
Movie 01.MOV,0001,1, 10.5519,  8.8401, 37.2901, 60.3969, 53.0171, 63.5968, 25.0105, 51.1673, 62.1257, 34.4281, 31.3101, 16.1631, 57.9662, 52.3357, 21.8671, 52.9789, 39.3152, 43.0519, 43.5597, 31.9135, 32.3217, 36.8407, 59.7994, 35.8587
Movie 01.MOV,0002,1, 10.7713,  8.6629, 37.4686, 60.6935, 53.0631, 63.6147, 25.2430, 50.9394, 62.1814, 34.2021, 31.3888, 16.4664, 58.3324, 52.3605, 21.7431, 52.8775, 39.1695, 43.9214, 44.1931, 31.8224, 32.3910, 36.6740, 60.0659, 36.0381
Movie 01.MOV,0003,1, 10.7520,  8.7321, 37.2478, 60.1857, 52.7567, 63.2567, 25.1879, 51.0085, 62.2644, 33.9337, 31.7109, 16.0978, 58.3062, 52.4617, 21.5120, 52.8844, 38.6348, 43.3914, 43.8626, 31.6022, 32.3677, 36.4277, 59.7653, 35.7354
Movie 01.MOV,0004,1, 10.9308,  8.7199, 37.2431, 60.0994, 52.3756, 63.2872, 25.2186, 50.5926, 61.9086, 33.9925, 31.2605, 16.0662, 57.9052, 52.1400, 21.5247, 52.7481, 38.7800, 43.1075, 43.6551, 31.4387, 32.2925, 36.0681, 59.5635, 35.5531
Movie 01.MOV,0005,1, 10.5385,  8.9030, 37.7191, 60.5168, 53.1199, 63.7293, 25.1470, 51.0359, 62.3471, 34.2110, 31.9174, 16.5341, 58.3607, 52.5014, 21.9041, 53.2350, 39.1052, 44.0141, 44.0278, 32.3178, 32.6525, 36.6581, 60.2129, 36.1676
Movie 01.MOV,0006,1, 10.4629,  8.5100, 36.4590, 59.2099, 51.6737, 62.1979, 24.1911, 50.0331, 61.1171, 33.5693, 30.4147, 15.4704, 57.4205, 51.3182, 20.9350, 52.0412, 37.8301, 42.3047, 42.9557, 30.8685, 31.5586, 34.9628, 58.8961, 34.7708
Movie 01.MOV,0007,1, 10.7574,  8.9377, 37.4764, 60.3871, 52.8074, 63.5877, 25.1041, 51.2016, 62.4503, 34.4781, 31.6166, 16.4274, 58.5596, 52.1982, 21.7412, 52.9499, 39.3230, 43.9026, 43.9860, 31.7357, 32.8250, 36.7602, 60.1578, 36.1686
Movie 01.MOV,0008,1, 10.9110,  8.6374, 37.2714, 60.2486, 52.9942, 63.4252, 25.0073, 50.9377, 62.2662, 34.5245, 31.5370, 16.4948, 58.3198, 52.4215, 21.6713, 53.0324, 38.9476, 43.5846, 44.1329, 31.5652, 32.5270, 37.0425, 60.2751, 35.6521
Movie 01.MOV,0009,1, 10.8860,  8.8861, 37.5848, 60.5478, 53.1233, 63.6818, 25.0998, 51.1240, 62.2503, 34.5003, 31.7987, 16.4158, 58.8115, 52.6552, 21.8659, 53.1174, 39.2397, 44.0787, 43.7867, 31.9731, 32.4009, 36.5998, 60.4305, 36.3368
Movie 01.MOV,0010,1, 10.5946,  8.7655, 37.2470, 60.4341, 53.0169, 63.5920, 25.0892, 50.9338, 62.3543, 34.4842, 31.7350, 16.0880, 58.1611, 52.3931, 21.6703, 53.2903, 39.2343, 43.7050, 44.0222, 31.5150, 32.1920, 36.8705, 60.2418, 36.1907
