June 20, 2016   18:11:19
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160620\2000 rpm cv2.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.151V
ip = 1.267e-5A
Ah = 1.260e-4C

Segment 4:

Segment 5:
Ep = 0.159V
ip = 1.185e-5A
Ah = 1.176e-4C

Segment 6:

Current 2:

Segment 1:

Segment 2:

Segment 3:

Segment 4:
Ep = -0.037V
ip = -2.681e-8A
Ah = -1.156e-7C

Ep = -0.281V
ip = -1.960e-8A
Ah = -7.120e-8C

Segment 5:
Segment 6:

Potential/V	i1/A	i2/A
0.444	2.432e-5	-7.637e-6
0.445	2.426e-5	-7.641e-6
0.446	2.430e-5	-7.634e-6
0.447	2.433e-5	-7.631e-6
0.448	2.430e-5	-7.634e-6
0.449	2.436e-5	-7.642e-6
0.450	2.436e-5	-7.641e-6
0.451	2.437e-5	-7.632e-6
0.452	2.440e-5	-7.641e-6
0.453	2.439e-5	-7.633e-6
0.454	2.442e-5	-7.637e-6
0.455	2.444e-5	-7.633e-6
0.456	2.443e-5	-7.638e-6
0.457	2.447e-5	-7.635e-6
0.458	2.446e-5	-7.636e-6
0.459	2.449e-5	-7.642e-6
0.460	2.455e-5	-7.635e-6
0.461	2.453e-5	-7.631e-6
0.462	2.457e-5	-7.627e-6
0.463	2.459e-5	-7.628e-6
0.464	2.456e-5	-7.633e-6
0.465	2.460e-5	-7.634e-6
0.466	2.462e-5	-7.632e-6
0.467	2.462e-5	-7.632e-6
0.468	2.466e-5	-7.638e-6
0.469	2.465e-5	-7.634e-6
0.470	2.467e-5	-7.632e-6
0.471	2.471e-5	-7.634e-6
0.472	2.470e-5	-7.640e-6
0.473	2.476e-5	-7.641e-6
0.474	2.477e-5	-7.643e-6
0.475	2.480e-5	-7.639e-6
0.476	2.486e-5	-7.643e-6
0.477	2.482e-5	-7.633e-6
0.478	2.487e-5	-7.633e-6
0.479	2.491e-5	-7.639e-6
0.480	2.491e-5	-7.640e-6
0.481	2.499e-5	-7.639e-6
0.482	2.502e-5	-7.644e-6
0.483	2.503e-5	-7.633e-6
0.484	2.510e-5	-7.636e-6
0.485	2.508e-5	-7.631e-6
0.486	2.511e-5	-7.640e-6
0.487	2.511e-5	-7.645e-6
0.488	2.512e-5	-7.648e-6
0.489	2.516e-5	-7.645e-6
0.490	2.513e-5	-7.647e-6
0.491	2.514e-5	-7.641e-6
0.492	2.517e-5	-7.640e-6
0.493	2.516e-5	-7.644e-6
0.494	2.517e-5	-7.645e-6
0.495	2.520e-5	-7.642e-6
0.496	2.515e-5	-7.651e-6
0.497	2.518e-5	-7.645e-6
0.498	2.517e-5	-7.640e-6
0.499	2.518e-5	-7.643e-6
0.500	2.520e-5	-7.643e-6
0.501	2.518e-5	-7.648e-6
0.502	2.523e-5	-7.643e-6
0.503	2.526e-5	-7.651e-6
0.504	2.524e-5	-7.644e-6
0.505	2.531e-5	-7.645e-6
0.506	2.532e-5	-7.649e-6
0.507	2.535e-5	-7.643e-6
0.508	2.540e-5	-7.647e-6
0.509	2.536e-5	-7.647e-6
0.510	2.542e-5	-7.651e-6
0.511	2.546e-5	-7.649e-6
0.512	2.550e-5	-7.651e-6
0.513	2.555e-5	-7.641e-6
0.514	2.557e-5	-7.647e-6
0.515	2.558e-5	-7.644e-6
0.516	2.563e-5	-7.644e-6
0.517	2.561e-5	-7.644e-6
0.518	2.566e-5	-7.650e-6
0.519	2.569e-5	-7.642e-6
0.520	2.568e-5	-7.642e-6
0.521	2.575e-5	-7.641e-6
0.522	2.575e-5	-7.641e-6
0.523	2.577e-5	-7.634e-6
0.524	2.584e-5	-7.651e-6
0.525	2.582e-5	-7.646e-6
0.526	2.584e-5	-7.644e-6
0.527	2.588e-5	-7.638e-6
0.528	2.586e-5	-7.645e-6
0.529	2.594e-5	-7.649e-6
0.530	2.596e-5	-7.648e-6
0.531	2.598e-5	-7.645e-6
0.532	2.602e-5	-7.651e-6
0.533	2.601e-5	-7.649e-6
0.534	2.606e-5	-7.648e-6
0.535	2.610e-5	-7.650e-6
0.536	2.610e-5	-7.646e-6
0.537	2.616e-5	-7.641e-6
0.538	2.616e-5	-7.646e-6
0.539	2.621e-5	-7.646e-6
0.540	2.628e-5	-7.646e-6
0.541	2.626e-5	-7.648e-6
0.542	2.631e-5	-7.650e-6
0.543	2.636e-5	-7.643e-6
0.544	2.635e-5	-7.647e-6
0.545	2.642e-5	-7.651e-6
0.546	2.645e-5	-7.648e-6
0.547	2.645e-5	-7.658e-6
0.548	2.651e-5	-7.647e-6
0.549	2.652e-5	-7.653e-6
0.550	2.658e-5	-7.647e-6
0.551	2.662e-5	-7.652e-6
0.552	2.662e-5	-7.655e-6
0.553	2.669e-5	-7.658e-6
0.554	2.671e-5	-7.652e-6
0.555	2.674e-5	-7.647e-6
0.556	2.681e-5	-7.648e-6
0.557	2.682e-5	-7.652e-6
0.558	2.687e-5	-7.658e-6
0.559	2.693e-5	-7.651e-6
0.560	2.693e-5	-7.662e-6
0.561	2.702e-5	-7.658e-6
0.562	2.705e-5	-7.649e-6
0.563	2.708e-5	-7.653e-6
0.564	2.715e-5	-7.656e-6
0.565	2.715e-5	-7.651e-6
0.566	2.717e-5	-7.655e-6
0.567	2.722e-5	-7.659e-6
0.568	2.723e-5	-7.655e-6
0.569	2.730e-5	-7.667e-6
0.570	2.732e-5	-7.658e-6
0.571	2.737e-5	-7.661e-6
0.572	2.745e-5	-7.651e-6
0.573	2.744e-5	-7.659e-6
0.574	2.751e-5	-7.659e-6
