June 20, 2016   17:21:11
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160620\1000 rpm cv.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 1e-6

Segment 1:

Segment 2:

Segment 3:
Ep = 0.127V
ip = 6.858e-6A
Ah = 6.810e-5C

Segment 4:

Segment 5:
Ep = 0.127V
ip = 4.556e-6A
Ah = 4.718e-5C

Segment 6:

Current 2:

Segment 1:

Segment 2:
Ep = 0.014V
ip = -3.683e-11A
Ah = -1.393e-10C

Segment 3:
Segment 4:
Ep = -0.039V
ip = -2.221e-11A
Ah = -4.340e-11C

Segment 5:
Segment 6:

Potential/V	i1/A	i2/A
0.419	4.115e-5	-7.630e-9
0.420	4.115e-5	-7.639e-9
0.421	4.105e-5	-7.634e-9
0.422	4.104e-5	-7.629e-9
0.423	4.102e-5	-7.639e-9
0.424	4.093e-5	-7.637e-9
0.425	4.092e-5	-7.635e-9
0.426	4.084e-5	-7.641e-9
0.427	4.080e-5	-7.630e-9
0.428	4.082e-5	-7.640e-9
0.429	4.070e-5	-7.639e-9
0.430	4.071e-5	-7.635e-9
0.431	4.070e-5	-7.627e-9
0.432	4.060e-5	-7.635e-9
0.433	4.064e-5	-7.646e-9
0.434	4.060e-5	-7.642e-9
0.435	4.056e-5	-7.642e-9
0.436	4.057e-5	-7.640e-9
0.437	4.051e-5	-7.638e-9
0.438	4.053e-5	-7.639e-9
0.439	4.053e-5	-7.636e-9
0.440	4.046e-5	-7.639e-9
0.441	4.050e-5	-7.644e-9
0.442	4.045e-5	-7.639e-9
0.443	4.043e-5	-7.641e-9
0.444	4.046e-5	-7.644e-9
0.445	4.037e-5	-7.646e-9
0.446	4.036e-5	-7.645e-9
0.447	4.035e-5	-7.646e-9
0.448	4.025e-5	-7.642e-9
0.449	4.027e-5	-7.648e-9
0.450	4.024e-5	-7.640e-9
0.451	4.019e-5	-7.639e-9
0.452	4.021e-5	-7.645e-9
0.453	4.014e-5	-7.640e-9
0.454	4.015e-5	-7.646e-9
0.455	4.017e-5	-7.650e-9
0.456	4.011e-5	-7.646e-9
0.457	4.016e-5	-7.649e-9
0.458	4.012e-5	-7.637e-9
0.459	4.012e-5	-7.644e-9
0.460	4.017e-5	-7.645e-9
0.461	4.014e-5	-7.653e-9
0.462	4.015e-5	-7.640e-9
0.463	4.017e-5	-7.650e-9
0.464	4.008e-5	-7.647e-9
0.465	4.012e-5	-7.643e-9
0.466	4.010e-5	-7.650e-9
0.467	4.006e-5	-7.658e-9
0.468	4.008e-5	-7.649e-9
0.469	4.002e-5	-7.651e-9
0.470	4.003e-5	-7.650e-9
0.471	4.002e-5	-7.651e-9
0.472	3.995e-5	-7.653e-9
0.473	3.999e-5	-7.653e-9
0.474	3.997e-5	-7.642e-9
0.475	3.997e-5	-7.650e-9
0.476	3.997e-5	-7.648e-9
0.477	3.988e-5	-7.653e-9
0.478	3.989e-5	-7.655e-9
0.479	3.989e-5	-7.651e-9
0.480	3.983e-5	-7.647e-9
0.481	3.990e-5	-7.651e-9
0.482	3.988e-5	-7.648e-9
0.483	3.985e-5	-7.651e-9
0.484	3.989e-5	-7.657e-9
0.485	3.983e-5	-7.645e-9
0.486	3.986e-5	-7.671e-9
0.487	3.987e-5	-7.660e-9
0.488	3.983e-5	-7.648e-9
0.489	3.989e-5	-7.653e-9
0.490	3.987e-5	-7.659e-9
0.491	3.985e-5	-7.659e-9
0.492	3.990e-5	-7.650e-9
0.493	3.983e-5	-7.662e-9
0.494	3.989e-5	-7.658e-9
0.495	3.990e-5	-7.667e-9
0.496	3.986e-5	-7.654e-9
0.497	3.992e-5	-7.660e-9
0.498	3.990e-5	-7.658e-9
0.499	3.992e-5	-7.657e-9
0.500	3.997e-5	-7.648e-9
0.501	3.992e-5	-7.664e-9
0.502	3.996e-5	-7.647e-9
0.503	3.999e-5	-7.642e-9
0.504	3.996e-5	-7.659e-9
0.505	4.002e-5	-7.658e-9
0.506	4.001e-5	-7.654e-9
0.507	4.003e-5	-7.641e-9
0.508	4.008e-5	-7.653e-9
0.509	4.001e-5	-7.656e-9
0.510	4.005e-5	-7.657e-9
0.511	4.009e-5	-7.652e-9
0.512	4.012e-5	-7.666e-9
0.513	4.017e-5	-7.659e-9
0.514	4.017e-5	-7.650e-9
0.515	4.016e-5	-7.658e-9
0.516	4.020e-5	-7.651e-9
0.517	4.017e-5	-7.659e-9
0.518	4.019e-5	-7.659e-9
0.519	4.023e-5	-7.655e-9
0.520	4.021e-5	-7.654e-9
0.521	4.027e-5	-7.651e-9
0.522	4.028e-5	-7.658e-9
0.523	4.028e-5	-7.653e-9
0.524	4.032e-5	-7.643e-9
0.525	4.029e-5	-7.654e-9
0.526	4.034e-5	-7.654e-9
0.527	4.040e-5	-7.649e-9
0.528	4.036e-5	-7.654e-9
0.529	4.045e-5	-7.652e-9
0.530	4.046e-5	-7.652e-9
0.531	4.048e-5	-7.658e-9
0.532	4.057e-5	-7.654e-9
0.533	4.055e-5	-7.661e-9
0.534	4.060e-5	-7.635e-9
0.535	4.065e-5	-7.657e-9
0.536	4.063e-5	-7.646e-9
0.537	4.070e-5	-7.644e-9
0.538	4.068e-5	-7.649e-9
0.539	4.074e-5	-7.651e-9
0.540	4.082e-5	-7.652e-9
0.541	4.076e-5	-7.659e-9
0.542	4.083e-5	-7.665e-9
0.543	4.088e-5	-7.648e-9
0.544	4.088e-5	-7.661e-9
0.545	4.097e-5	-7.652e-9
0.546	4.100e-5	-7.647e-9
