June 20, 2016   16:54:22
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160620\750 rpm cv.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 1e-6

Segment 1:

Segment 2:

Segment 3:
Ep = 0.151V
ip = 1.112e-5A
Ah = 1.080e-4C

Segment 4:

Segment 5:
Ep = 0.153V
ip = 1.094e-5A
Ah = 1.109e-4C

Segment 6:

Current 2:

Segment 1:

Segment 2:

Segment 3:
Segment 4:
Ep = -0.245V
ip = -1.708e-11A
Ah = -1.633e-11C

Segment 5:
Segment 6:

Potential/V	i1/A	i2/A
0.409	2.775e-5	-7.647e-9
0.410	2.787e-5	-7.648e-9
0.411	2.781e-5	-7.645e-9
0.412	2.781e-5	-7.647e-9
0.413	2.772e-5	-7.650e-9
0.414	2.774e-5	-7.650e-9
0.415	2.777e-5	-7.645e-9
0.416	2.771e-5	-7.665e-9
0.417	2.776e-5	-7.655e-9
0.418	2.775e-5	-7.651e-9
0.419	2.773e-5	-7.646e-9
0.420	2.778e-5	-7.642e-9
0.421	2.773e-5	-7.643e-9
0.422	2.777e-5	-7.649e-9
0.423	2.782e-5	-7.657e-9
0.424	2.778e-5	-7.654e-9
0.425	2.782e-5	-7.649e-9
0.426	2.778e-5	-7.647e-9
0.427	2.776e-5	-7.650e-9
0.428	2.780e-5	-7.658e-9
0.429	2.773e-5	-7.647e-9
0.430	2.775e-5	-7.649e-9
0.431	2.779e-5	-7.652e-9
0.432	2.771e-5	-7.649e-9
0.433	2.778e-5	-7.647e-9
0.434	2.777e-5	-7.648e-9
0.435	2.777e-5	-7.660e-9
0.436	2.779e-5	-7.656e-9
0.437	2.776e-5	-7.656e-9
0.438	2.779e-5	-7.647e-9
0.439	2.781e-5	-7.656e-9
0.440	2.778e-5	-7.656e-9
0.441	2.782e-5	-7.657e-9
0.442	2.781e-5	-7.649e-9
0.443	2.782e-5	-7.648e-9
0.444	2.787e-5	-7.647e-9
0.445	2.780e-5	-7.657e-9
0.446	2.784e-5	-7.654e-9
0.447	2.789e-5	-7.656e-9
0.448	2.783e-5	-7.651e-9
0.449	2.789e-5	-7.667e-9
0.450	2.788e-5	-7.654e-9
0.451	2.788e-5	-7.643e-9
0.452	2.795e-5	-7.652e-9
0.453	2.789e-5	-7.659e-9
0.454	2.793e-5	-7.646e-9
0.455	2.796e-5	-7.652e-9
0.456	2.793e-5	-7.654e-9
0.457	2.798e-5	-7.648e-9
0.458	2.797e-5	-7.655e-9
0.459	2.798e-5	-7.655e-9
0.460	2.805e-5	-7.655e-9
0.461	2.803e-5	-7.660e-9
0.462	2.805e-5	-7.652e-9
0.463	2.807e-5	-7.653e-9
0.464	2.799e-5	-7.657e-9
0.465	2.805e-5	-7.648e-9
0.466	2.803e-5	-7.663e-9
0.467	2.803e-5	-7.661e-9
0.468	2.808e-5	-7.652e-9
0.469	2.804e-5	-7.649e-9
0.470	2.805e-5	-7.655e-9
0.471	2.809e-5	-7.657e-9
0.472	2.804e-5	-7.657e-9
0.473	2.810e-5	-7.660e-9
0.474	2.810e-5	-7.655e-9
0.475	2.811e-5	-7.656e-9
0.476	2.818e-5	-7.661e-9
0.477	2.813e-5	-7.667e-9
0.478	2.816e-5	-7.651e-9
0.479	2.818e-5	-7.644e-9
0.480	2.813e-5	-7.641e-9
0.481	2.819e-5	-7.658e-9
0.482	2.817e-5	-7.654e-9
0.483	2.817e-5	-7.657e-9
0.484	2.823e-5	-7.651e-9
0.485	2.818e-5	-7.658e-9
0.486	2.820e-5	-7.658e-9
0.487	2.823e-5	-7.657e-9
0.488	2.820e-5	-7.649e-9
0.489	2.826e-5	-7.642e-9
0.490	2.824e-5	-7.643e-9
0.491	2.824e-5	-7.650e-9
0.492	2.831e-5	-7.656e-9
0.493	2.827e-5	-7.657e-9
0.494	2.832e-5	-7.652e-9
0.495	2.837e-5	-7.654e-9
0.496	2.832e-5	-7.656e-9
0.497	2.839e-5	-7.657e-9
0.498	2.839e-5	-7.649e-9
0.499	2.839e-5	-7.641e-9
0.500	2.845e-5	-7.661e-9
0.501	2.842e-5	-7.655e-9
0.502	2.846e-5	-7.657e-9
0.503	2.850e-5	-7.657e-9
0.504	2.846e-5	-7.661e-9
0.505	2.852e-5	-7.658e-9
0.506	2.852e-5	-7.652e-9
0.507	2.853e-5	-7.666e-9
0.508	2.860e-5	-7.655e-9
0.509	2.854e-5	-7.654e-9
0.510	2.856e-5	-7.652e-9
0.511	2.861e-5	-7.656e-9
0.512	2.863e-5	-7.643e-9
0.513	2.868e-5	-7.655e-9
0.514	2.868e-5	-7.651e-9
0.515	2.867e-5	-7.646e-9
0.516	2.871e-5	-7.663e-9
0.517	2.868e-5	-7.662e-9
0.518	2.872e-5	-7.659e-9
0.519	2.877e-5	-7.653e-9
0.520	2.873e-5	-7.658e-9
0.521	2.879e-5	-7.653e-9
0.522	2.878e-5	-7.652e-9
0.523	2.881e-5	-7.672e-9
0.524	2.888e-5	-7.659e-9
0.525	2.884e-5	-7.653e-9
0.526	2.890e-5	-7.650e-9
0.527	2.895e-5	-7.653e-9
0.528	2.889e-5	-7.654e-9
0.529	2.897e-5	-7.658e-9
0.530	2.899e-5	-7.656e-9
0.531	2.900e-5	-7.651e-9
0.532	2.907e-5	-7.658e-9
0.533	2.903e-5	-7.658e-9
0.534	2.906e-5	-7.661e-9
0.535	2.913e-5	-7.655e-9
0.536	2.909e-5	-7.651e-9
0.537	2.916e-5	-7.656e-9
0.538	2.916e-5	-7.661e-9
0.539	2.920e-5	-7.660e-9
0.540	2.928e-5	-7.666e-9
0.541	2.924e-5	-7.666e-9
0.542	2.930e-5	-7.663e-9
0.543	2.935e-5	-7.662e-9
0.544	2.931e-5	-7.665e-9
0.545	2.937e-5	-7.664e-9
0.546	2.938e-5	-7.663e-9
0.547	2.938e-5	-7.669e-9
0.548	2.946e-5	-7.666e-9
0.549	2.943e-5	-7.660e-9
0.550	2.947e-5	-7.661e-9
0.551	2.952e-5	-7.666e-9
0.552	2.949e-5	-7.663e-9
0.553	2.958e-5	-7.671e-9
0.554	2.957e-5	-7.668e-9
0.555	2.959e-5	-7.663e-9
0.556	2.968e-5	-7.671e-9
0.557	2.964e-5	-7.668e-9
0.558	2.971e-5	-7.666e-9
0.559	2.976e-5	-7.661e-9
0.560	2.971e-5	-7.668e-9
0.561	2.981e-5	-7.666e-9
0.562	2.983e-5	-7.666e-9
0.563	2.987e-5	-7.675e-9
0.564	2.995e-5	-7.680e-9
0.565	2.991e-5	-7.660e-9
