June 22, 2016   17:42:48
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160622\2000 rpm cv.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.175V
ip = 1.464e-5A
Ah = 1.223e-4C

Segment 4:
Ep = 0.000V
ip = -8.158e-7A
Ah = -9.230e-6C

Segment 5:
Ep = 0.183V
ip = 1.432e-5A
Ah = 1.117e-4C

Segment 6:

Current 2:

Segment 1:

Segment 2:
Ep = 0.087V
ip = -1.915e-8A
Ah = -2.458e-8C

Segment 3:
Segment 4:
Ep = -0.073V
ip = -2.929e-8A
Ah = -9.015e-8C

Segment 5:
Segment 6:
Ep = -0.454V
ip = -3.884e-8A
Ah = -3.215e-8C

Potential/V	i1/A	i2/A
0.410	2.461e-5	-7.627e-6
0.411	2.456e-5	-7.629e-6
0.412	2.458e-5	-7.629e-6
0.413	2.451e-5	-7.625e-6
0.414	2.455e-5	-7.632e-6
0.415	2.460e-5	-7.629e-6
0.416	2.456e-5	-7.628e-6
0.417	2.462e-5	-7.624e-6
0.418	2.463e-5	-7.630e-6
0.419	2.463e-5	-7.630e-6
0.420	2.468e-5	-7.633e-6
0.421	2.465e-5	-7.633e-6
0.422	2.470e-5	-7.631e-6
0.423	2.474e-5	-7.630e-6
0.424	2.472e-5	-7.631e-6
0.425	2.477e-5	-7.632e-6
0.426	2.478e-5	-7.633e-6
0.427	2.479e-5	-7.633e-6
0.428	2.486e-5	-7.628e-6
0.429	2.481e-5	-7.635e-6
0.430	2.487e-5	-7.635e-6
0.431	2.491e-5	-7.630e-6
0.432	2.486e-5	-7.636e-6
0.433	2.493e-5	-7.633e-6
0.434	2.495e-5	-7.630e-6
0.435	2.494e-5	-7.634e-6
0.436	2.501e-5	-7.638e-6
0.437	2.498e-5	-7.638e-6
0.438	2.500e-5	-7.639e-6
0.439	2.504e-5	-7.635e-6
0.440	2.502e-5	-7.632e-6
0.441	2.508e-5	-7.638e-6
0.442	2.508e-5	-7.632e-6
0.443	2.510e-5	-7.643e-6
0.444	2.515e-5	-7.642e-6
0.445	2.510e-5	-7.635e-6
0.446	2.514e-5	-7.633e-6
0.447	2.520e-5	-7.641e-6
0.448	2.516e-5	-7.640e-6
0.449	2.522e-5	-7.644e-6
0.450	2.524e-5	-7.635e-6
0.451	2.524e-5	-7.634e-6
0.452	2.530e-5	-7.634e-6
0.453	2.526e-5	-7.633e-6
0.454	2.529e-5	-7.631e-6
0.455	2.534e-5	-7.628e-6
0.456	2.531e-5	-7.638e-6
0.457	2.536e-5	-7.629e-6
0.458	2.537e-5	-7.633e-6
0.459	2.538e-5	-7.637e-6
0.460	2.546e-5	-7.637e-6
0.461	2.545e-5	-7.634e-6
0.462	2.547e-5	-7.628e-6
0.463	2.551e-5	-7.634e-6
0.464	2.547e-5	-7.637e-6
0.465	2.553e-5	-7.634e-6
0.466	2.554e-5	-7.626e-6
0.467	2.554e-5	-7.624e-6
0.468	2.561e-5	-7.624e-6
0.469	2.558e-5	-7.633e-6
0.470	2.562e-5	-7.632e-6
0.471	2.565e-5	-7.640e-6
0.472	2.562e-5	-7.636e-6
0.473	2.570e-5	-7.636e-6
0.474	2.570e-5	-7.635e-6
0.475	2.574e-5	-7.623e-6
0.476	2.579e-5	-7.633e-6
0.477	2.575e-5	-7.632e-6
0.478	2.580e-5	-7.628e-6
0.479	2.585e-5	-7.626e-6
0.480	2.582e-5	-7.636e-6
0.481	2.590e-5	-7.628e-6
0.482	2.592e-5	-7.637e-6
0.483	2.592e-5	-7.634e-6
0.484	2.600e-5	-7.639e-6
0.485	2.596e-5	-7.629e-6
0.486	2.599e-5	-7.636e-6
0.487	2.604e-5	-7.633e-6
0.488	2.604e-5	-7.634e-6
0.489	2.609e-5	-7.637e-6
0.490	2.609e-5	-7.639e-6
0.491	2.612e-5	-7.638e-6
0.492	2.619e-5	-7.638e-6
0.493	2.615e-5	-7.638e-6
0.494	2.620e-5	-7.636e-6
0.495	2.626e-5	-7.635e-6
0.496	2.622e-5	-7.636e-6
0.497	2.630e-5	-7.641e-6
0.498	2.632e-5	-7.642e-6
0.499	2.633e-5	-7.640e-6
0.500	2.640e-5	-7.637e-6
0.501	2.638e-5	-7.640e-6
0.502	2.642e-5	-7.641e-6
0.503	2.647e-5	-7.642e-6
0.504	2.645e-5	-7.643e-6
0.505	2.653e-5	-7.648e-6
0.506	2.655e-5	-7.644e-6
0.507	2.656e-5	-7.646e-6
0.508	2.663e-5	-7.642e-6
0.509	2.659e-5	-7.647e-6
0.510	2.664e-5	-7.646e-6
0.511	2.669e-5	-7.638e-6
0.512	2.671e-5	-7.645e-6
0.513	2.677e-5	-7.637e-6
0.514	2.677e-5	-7.640e-6
0.515	2.677e-5	-7.643e-6
0.516	2.682e-5	-7.642e-6
0.517	2.678e-5	-7.642e-6
0.518	2.684e-5	-7.631e-6
0.519	2.688e-5	-7.636e-6
0.520	2.686e-5	-7.630e-6
0.521	2.693e-5	-7.640e-6
0.522	2.694e-5	-7.640e-6
0.523	2.696e-5	-7.640e-6
0.524	2.703e-5	-7.640e-6
0.525	2.701e-5	-7.639e-6
0.526	2.708e-5	-7.638e-6
0.527	2.714e-5	-7.634e-6
0.528	2.712e-5	-7.638e-6
0.529	2.721e-5	-7.636e-6
0.530	2.723e-5	-7.637e-6
0.531	2.730e-5	-7.645e-6
0.532	2.740e-5	-7.640e-6
0.533	2.737e-5	-7.638e-6
0.534	2.740e-5	-7.636e-6
0.535	2.744e-5	-7.634e-6
0.536	2.744e-5	-7.640e-6
0.537	2.751e-5	-7.633e-6
0.538	2.752e-5	-7.643e-6
0.539	2.752e-5	-7.630e-6
0.540	2.756e-5	-7.639e-6
0.541	2.752e-5	-7.640e-6
0.542	2.759e-5	-7.643e-6
0.543	2.765e-5	-7.641e-6
0.544	2.762e-5	-7.642e-6
0.545	2.773e-5	-7.636e-6
0.546	2.775e-5	-7.643e-6
0.547	2.778e-5	-7.658e-6
0.548	2.787e-5	-7.645e-6
0.549	2.786e-5	-7.647e-6
0.550	2.793e-5	-7.644e-6
0.551	2.801e-5	-7.647e-6
0.552	2.801e-5	-7.640e-6
0.553	2.810e-5	-7.649e-6
0.554	2.813e-5	-7.648e-6
0.555	2.818e-5	-7.647e-6
0.556	2.828e-5	-7.642e-6
0.557	2.826e-5	-7.649e-6
0.558	2.834e-5	-7.649e-6
0.559	2.842e-5	-7.648e-6
0.560	2.840e-5	-7.654e-6
0.561	2.850e-5	-7.651e-6
0.562	2.853e-5	-7.652e-6
0.563	2.860e-5	-7.658e-6
0.564	2.868e-5	-7.658e-6
0.565	2.868e-5	-7.655e-6
0.566	2.874e-5	-7.652e-6
0.567	2.879e-5	-7.658e-6
0.568	2.880e-5	-7.653e-6
0.569	2.889e-5	-7.656e-6
0.570	2.894e-5	-7.659e-6
0.571	2.898e-5	-7.657e-6
0.572	2.906e-5	-7.654e-6
0.573	2.904e-5	-7.658e-6
0.574	2.910e-5	-7.651e-6
0.575	2.919e-5	-7.652e-6
0.576	2.919e-5	-7.654e-6
0.577	2.929e-5	-7.658e-6
0.578	2.935e-5	-7.651e-6
