June 22, 2016   14:38:46
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160622\750 rpm cv.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.156V
ip = 6.743e-6A
Ah = 7.742e-5C

Segment 4:

Segment 5:
Ep = 0.159V
ip = 7.667e-6A
Ah = 8.570e-5C

Segment 6:

Current 2:

Segment 1:

Segment 2:
Ep = 0.041V
ip = -3.043e-8A
Ah = -1.289e-7C

Segment 3:

Segment 4:

Segment 5:

Segment 6:
Ep = -0.163V
ip = -2.353e-8A
Ah = -6.231e-8C

Potential/V	i1/A	i2/A
0.530	3.283e-5	-7.631e-6
0.531	3.284e-5	-7.634e-6
0.532	3.290e-5	-7.634e-6
0.533	3.288e-5	-7.635e-6
0.534	3.291e-5	-7.627e-6
0.535	3.295e-5	-7.625e-6
0.536	3.293e-5	-7.631e-6
0.537	3.300e-5	-7.639e-6
0.538	3.298e-5	-7.636e-6
0.539	3.302e-5	-7.634e-6
0.540	3.308e-5	-7.632e-6
0.541	3.305e-5	-7.632e-6
0.542	3.309e-5	-7.630e-6
0.543	3.315e-5	-7.636e-6
0.544	3.310e-5	-7.639e-6
0.545	3.318e-5	-7.633e-6
0.546	3.320e-5	-7.626e-6
0.547	3.319e-5	-7.634e-6
0.548	3.326e-5	-7.639e-6
0.549	3.323e-5	-7.641e-6
0.550	3.328e-5	-7.625e-6
0.551	3.332e-5	-7.629e-6
0.552	3.329e-5	-7.619e-6
0.553	3.338e-5	-7.629e-6
0.554	3.337e-5	-7.638e-6
0.555	3.341e-5	-7.642e-6
0.556	3.348e-5	-7.644e-6
0.557	3.345e-5	-7.640e-6
0.558	3.350e-5	-7.640e-6
0.559	3.354e-5	-7.639e-6
0.560	3.350e-5	-7.638e-6
0.561	3.361e-5	-7.636e-6
0.562	3.363e-5	-7.636e-6
0.563	3.368e-5	-7.638e-6
0.564	3.376e-5	-7.635e-6
0.565	3.374e-5	-7.639e-6
0.566	3.378e-5	-7.637e-6
0.567	3.384e-5	-7.640e-6
0.568	3.383e-5	-7.633e-6
0.569	3.392e-5	-7.640e-6
0.570	3.392e-5	-7.638e-6
0.571	3.395e-5	-7.644e-6
