file,mode,samples
Movie 01.MOV,100cycles,1
Movie 02.MOV,100cycles,1
Movie 03.MOV,100cycles,1
Movie 04.MOV,100cycles,1
Movie 05.MOV,100cycles,1
Movie 06.MOV,100cycles,1
Movie 07.MOV,100cycles,1
Movie 08.MOV,100cycles,1
