Slice,X,Y
1,71,200
1,73,257
1,160,254
1,157,196
2,72,195
2,75,252
2,161,247
2,158,192
3,70,193
3,72,248
3,158,245
3,156,189
4,68,194
4,70,250
4,157,247
4,154,190
5,67,194
5,69,250
5,155,247
5,153,191
6,74,193
6,76,252
6,163,247
6,161,191
7,72,192
7,74,248
7,159,245
7,157,188
8,67,190
8,69,247
8,156,244
8,154,188
