movie_name,movie_slice,roi_index,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24
MVI_0785.MOV,0001,1, 52.2814, 81.3680, 55.7513, 46.9385, 47.9765, 65.8323, 58.4957, 57.0436, 69.7161, 32.5512, 70.5452, 77.7340, 30.2693, 51.1193, 46.7020, 83.3773, 72.8466, 51.6064, 87.4883, 72.6908, 82.2334, 58.7892, 20.4457, 12.2627
MVI_0785.MOV,0002,1, 52.4496, 81.3104, 55.9264, 47.0194, 47.9515, 65.8852, 58.5223, 57.0693, 69.6603, 32.6702, 70.5090, 77.8067, 30.1924, 51.0398, 46.5488, 83.6934, 72.8816, 51.8261, 87.5005, 72.8312, 82.2026, 58.9795, 20.7604, 12.4269
MVI_0785.MOV,0003,1, 52.3566, 81.4230, 56.1630, 47.3630, 48.4092, 65.7580, 58.5505, 57.6232, 69.7973, 32.8953, 70.5098, 77.8252, 30.2341, 51.5032, 46.6548, 83.5351, 72.9336, 51.6810, 87.3372, 72.7860, 82.2497, 59.3161, 20.5294, 12.5884
MVI_0785.MOV,0004,1, 52.2674, 81.4113, 56.3012, 47.7539, 48.6874, 65.9890, 58.6371, 57.6161, 69.8895, 32.7755, 70.5903, 77.8392, 30.3639, 51.3359, 46.9515, 83.4234, 72.9135, 51.7417, 87.4713, 72.9743, 82.2351, 59.1478, 20.8531, 12.9336
MVI_0785.MOV,0005,1, 52.3593, 81.4708, 56.1591, 47.7404, 48.3918, 66.0172, 58.5283, 57.7173, 69.9350, 32.9623, 70.7121, 77.6583, 30.1540, 51.4294, 46.7837, 83.3659, 73.0874, 51.8231, 87.5765, 72.9223, 82.3116, 59.2837, 20.9892, 13.0809
MVI_0785.MOV,0006,1, 52.3100, 81.3776, 56.0658, 47.6534, 48.4019, 66.0272, 58.7772, 57.6119, 69.7169, 32.9453, 70.6580, 77.8673, 30.0291, 51.2161, 46.7800, 83.5884, 72.8612, 51.7318, 87.4662, 73.0160, 82.0850, 58.9868, 21.0039, 12.9280
MVI_0785.MOV,0007,1, 52.4306, 81.5617, 56.1121, 47.5458, 48.5680, 66.1986, 58.5636, 57.8229, 69.8321, 32.9478, 70.5322, 77.7621, 30.2403, 51.2322, 46.7593, 83.4861, 73.0517, 51.4406, 87.4999, 72.8980, 82.2165, 59.4246, 21.0076, 13.1350
MVI_0785.MOV,0008,1, 52.3720, 81.3037, 56.4548, 47.7496, 48.2541, 66.0246, 58.6800, 57.5895, 69.8108, 32.9436, 70.5857, 77.8464, 30.2565, 51.1961, 46.7022, 83.4236, 73.1696, 51.6679, 87.4654, 73.0113, 82.2201, 59.1829, 20.9123, 12.9376
MVI_0785.MOV,0009,1, 52.2910, 81.3328, 56.2814, 47.7513, 48.3352, 66.0092, 58.5961, 57.5661, 69.8774, 32.9997, 70.5669, 77.8021, 30.2182, 51.1760, 46.7164, 83.5144, 73.1468, 51.8351, 87.4378, 73.2063, 82.2508, 59.1913, 20.8756, 13.0034
MVI_0785.MOV,0010,1, 52.2360, 81.4677, 56.1803, 47.6965, 48.4467, 66.2105, 58.5392, 57.8455, 69.7526, 32.7750, 70.5203, 77.6557, 30.1783, 51.3885, 46.7751, 83.5493, 73.0452, 51.6950, 87.2914, 72.8978, 82.3323, 59.1623, 20.7995, 12.8998
MVI_0785.MOV,0011,1, 52.2551, 81.4200, 56.1095, 47.7557, 48.4358, 66.0508, 58.5518, 57.6373, 69.6739, 32.8273, 70.6705, 77.7172, 30.2816, 51.4118, 46.8968, 83.6243, 72.8259, 51.5176, 87.5587, 72.9404, 82.1687, 59.1808, 20.8838, 13.0092
MVI_0785.MOV,0012,1, 52.2215, 81.2099, 56.0505, 47.6605, 48.4273, 66.1028, 58.4760, 57.5344, 69.7138, 32.6216, 70.5800, 77.7126, 30.1869, 50.9306, 46.6663, 83.4235, 72.9398, 51.3824, 87.5545, 72.9795, 82.0715, 59.0869, 20.2831, 12.6186
MVI_0785.MOV,0013,1, 52.1869, 81.3341, 55.9787, 47.4483, 48.3451, 65.8236, 58.6245, 57.5451, 69.7087, 32.6970, 70.5366, 77.6594, 30.2142, 51.1927, 46.6736, 83.5525, 72.9233, 51.4698, 87.4079, 72.9362, 82.2905, 59.2163, 20.4264, 12.2169
MVI_0785.MOV,0014,1, 52.2299, 81.3207, 56.0290, 47.5483, 48.3311, 66.0200, 58.5422, 57.7568, 69.6615, 32.7899, 70.4574, 77.5747, 30.1837, 51.3193, 46.6315, 83.4612, 73.0192, 51.2890, 87.5726, 72.7420, 82.2401, 59.1767, 20.2773, 12.4625
MVI_0785.MOV,0015,1, 52.2932, 81.3037, 56.1349, 47.6046, 48.2438, 65.8410, 58.5322, 57.5266, 69.8513, 32.7804, 70.9208, 77.8266, 30.4075, 51.3697, 46.7482, 83.5011, 72.8978, 51.3539, 87.5193, 72.8857, 82.1297, 59.2605, 20.4582, 12.2052
MVI_0785.MOV,0016,1, 52.2097, 81.3111, 55.9860, 47.7720, 48.2667, 66.1015, 58.5486, 57.6976, 69.6424, 32.9277, 70.7427, 77.6207, 30.2310, 51.2933, 46.6349, 83.5645, 72.9744, 51.4209, 87.4324, 72.8985, 82.3466, 58.9753, 20.3699, 12.2384
MVI_0785.MOV,0017,1, 52.3462, 81.5286, 56.1396, 47.5395, 48.3867, 65.8606, 58.5855, 57.5963, 69.6380, 32.7788, 70.7377, 77.6921, 30.2434, 51.1851, 46.7940, 83.5376, 72.8430, 51.4246, 87.5625, 72.9380, 82.1364, 59.0992, 20.2801, 12.4705
MVI_0785.MOV,0018,1, 52.5396, 81.3150, 55.9101, 47.5897, 48.3585, 65.9205, 58.4801, 57.7247, 69.7720, 32.7345, 70.5008, 77.6331, 30.3742, 51.1935, 46.7726, 83.4081, 72.9333, 51.5264, 87.4959, 72.8407, 82.0035, 59.1255, 20.4144, 12.4458
MVI_0785.MOV,0019,1, 52.3153, 81.3851, 55.9742, 47.6703, 48.4082, 66.0279, 58.6108, 57.6062, 69.6536, 32.5676, 70.6962, 77.8617, 30.2878, 51.5382, 46.5659, 83.4175, 72.9148, 51.4671, 87.5144, 72.9305, 81.9428, 59.1696, 20.3538, 12.1491
MVI_0785.MOV,0020,1, 52.2562, 81.4893, 56.0626, 47.6145, 48.4348, 65.8514, 58.4292, 57.8434, 69.6482, 32.5180, 70.5908, 77.6719, 30.2499, 51.3206, 46.6414, 83.4081, 72.9003, 51.5480, 87.6010, 72.8956, 82.1212, 59.0240, 20.2319, 12.1032
MVI_0785.MOV,0021,1, 52.2935, 81.4668, 56.1662, 47.7177, 48.5185, 65.9915, 58.5505, 57.6655, 69.7282, 32.5978, 70.4882, 77.6900, 30.0859, 51.0593, 46.6007, 83.3400, 72.9283, 51.2682, 87.3289, 72.9888, 82.1619, 58.9202, 20.4803, 12.2227
MVI_0785.MOV,0022,1, 52.2685, 81.3483, 56.2178, 47.6853, 48.4679, 65.9817, 58.4358, 57.4551, 69.7708, 32.6004, 70.5801, 77.6745, 30.3079, 51.3231, 46.6501, 83.3216, 72.8960, 51.3551, 87.3618, 72.9584, 82.0881, 59.0175, 20.1622, 12.1854
MVI_0785.MOV,0023,1, 52.3254, 81.2195, 56.2443, 47.4327, 48.2867, 65.9963, 58.4048, 57.5407, 69.8726, 33.0278, 70.7304, 77.8052, 30.1108, 51.2713, 46.8375, 83.4895, 72.8693, 51.2923, 87.4162, 72.9436, 82.0505, 58.9804, 20.3540, 12.1710
MVI_0785.MOV,0024,1, 52.1702, 81.3076, 56.1587, 47.5892, 48.3705, 65.8894, 58.5265, 57.7708, 69.8024, 32.7664, 70.5768, 77.7069, 30.3227, 51.2107, 46.7012, 83.4742, 73.0429, 51.4927, 87.5792, 72.6956, 82.2531, 59.0828, 20.2654, 12.3713
MVI_0785.MOV,0025,1, 52.4016, 81.3664, 56.2527, 47.5041, 48.1974, 65.7698, 58.6144, 57.7290, 69.7651, 32.7786, 70.7146, 77.6686, 30.3723, 51.2747, 46.6785, 83.5226, 72.8735, 51.3470, 87.4905, 72.8934, 82.0865, 59.0629, 20.1779, 12.3596
MVI_0785.MOV,0026,1, 52.2579, 81.3778, 56.0701, 47.5992, 48.3370, 66.0618, 58.4938, 57.7973, 69.7316, 32.6403, 70.6607, 77.6502, 30.2172, 51.4000, 46.7408, 83.4581, 72.8850, 51.1311, 87.4116, 72.8959, 82.0902, 58.9230, 20.4114, 12.2681
MVI_0785.MOV,0027,1, 52.2025, 81.4416, 56.2354, 47.6813, 48.3775, 66.0164, 58.6594, 57.7136, 69.7999, 32.6606, 70.6187, 77.7795, 30.1894, 51.2176, 46.8530, 83.4403, 73.0129, 51.5208, 87.4859, 72.9649, 82.2470, 59.0620, 20.5534, 12.4737
MVI_0785.MOV,0028,1, 52.3126, 81.4085, 56.0976, 47.5470, 48.3655, 65.9621, 58.6559, 57.7423, 69.5601, 32.7026, 70.7219, 77.8037, 30.1469, 51.0547, 46.6833, 83.5411, 72.8523, 51.3352, 87.4744, 73.0634, 82.1289, 58.9923, 20.2778, 12.2463
MVI_0785.MOV,0029,1, 52.2237, 81.3269, 56.1383, 47.5936, 48.2362, 65.7369, 58.6522, 57.5351, 69.6510, 32.6103, 70.4880, 77.6321, 30.0712, 50.9793, 46.5343, 83.4639, 72.6020, 51.1928, 87.5185, 72.8784, 82.0358, 59.0406, 20.4353, 12.2734
MVI_0785.MOV,0030,1, 52.2936, 81.4013, 56.0953, 47.7501, 48.3582, 65.9202, 58.5569, 57.5081, 69.5357, 32.6278, 70.4932, 77.6895, 30.1994, 51.1656, 46.7958, 83.3864, 72.8757, 51.3602, 87.4540, 72.9244, 82.0151, 59.0333, 20.2971, 12.3092
MVI_0785.MOV,0031,1, 52.3937, 81.4742, 55.9914, 47.5721, 48.3796, 65.9850, 58.8124, 57.6218, 69.6696, 32.7893, 70.6258, 77.6827, 30.3542, 51.3568, 46.8196, 83.4672, 72.8519, 51.4063, 87.4552, 72.9280, 82.1371, 58.9693, 20.4322, 12.3461
MVI_0785.MOV,0032,1, 52.2542, 81.4266, 56.0538, 47.7353, 48.4589, 66.0956, 58.5518, 57.7201, 69.7420, 32.8154, 70.3349, 77.6311, 30.1208, 51.0995, 46.6180, 83.6186, 73.0111, 51.4742, 87.5919, 72.9969, 82.1149, 59.0548, 20.7205, 12.1322
MVI_0785.MOV,0033,1, 52.3821, 81.3669, 56.0256, 47.5866, 48.4915, 65.9488, 58.6785, 57.5143, 69.7428, 32.7527, 70.7252, 77.7622, 30.2804, 51.2228, 46.9020, 83.5639, 72.8680, 51.7212, 87.5660, 72.9147, 82.6216, 59.2036, 20.3965, 12.2339
MVI_0785.MOV,0034,1, 52.4190, 81.5234, 56.0890, 47.5299, 48.2796, 66.0655, 58.5315, 57.7149, 69.6438, 32.8190, 70.5832, 77.6915, 30.3242, 51.2676, 46.7631, 83.5777, 72.9693, 51.5704, 87.5795, 73.1466, 82.1927, 59.2091, 20.3249, 12.1079
MVI_0785.MOV,0035,1, 52.3166, 81.5683, 56.1052, 47.5474, 48.3335, 66.0519, 58.9261, 57.9194, 69.8576, 32.8349, 70.5865, 77.8049, 30.4871, 51.4099, 47.0518, 83.5107, 73.0144, 51.5854, 87.6006, 73.0796, 82.3801, 59.0678, 20.3925, 12.1141
MVI_0785.MOV,0036,1, 52.3004, 81.4216, 56.1408, 47.8839, 48.5028, 66.3616, 58.6984, 57.7111, 69.9713, 32.8691, 70.7782, 77.8959, 30.4155, 51.4086, 46.8218, 83.5360, 73.2814, 51.6950, 87.6220, 73.0987, 82.3326, 59.3096, 21.0866, 12.7102
MVI_0785.MOV,0037,1, 52.4775, 81.3818, 56.3408, 47.7441, 48.5493, 66.1991, 58.7186, 57.7601, 69.7183, 32.9899, 70.7792, 77.7250, 30.2977, 51.3006, 46.9044, 83.5444, 73.0702, 51.6602, 87.5387, 73.2219, 82.2413, 59.3368, 20.6432, 12.4804
