movie_name,movie_slice,roi_index,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24
MVI_0785.MOV,0001,1, 49.3651, 78.6612, 52.0497, 44.1200, 43.0086, 60.6638, 54.7765, 51.9585, 66.4641, 29.3639, 66.7941, 74.3219, 25.1433, 46.1316, 44.0691, 81.6857, 69.3688, 46.9019, 85.2336, 69.7367, 78.9365, 54.6662, 19.5056, 11.5290
MVI_0785.MOV,0002,1, 49.1904, 78.4419, 51.7830, 43.7572, 43.2126, 60.7460, 54.6713, 51.8216, 66.2964, 29.3211, 66.9943, 74.4142, 25.0088, 45.9578, 43.9210, 81.4800, 69.4190, 46.5732, 85.2670, 69.6347, 78.9259, 54.6583, 19.7412, 11.6149
MVI_0785.MOV,0003,1, 49.5323, 78.4482, 52.1123, 43.9729, 43.1348, 61.0045, 54.7693, 51.9612, 66.5956, 29.4224, 66.8035, 74.4060, 24.9808, 45.9011, 43.8835, 81.4937, 69.5015, 46.4201, 85.2462, 69.8127, 79.1788, 54.7298, 19.7775, 11.7872
MVI_0785.MOV,0004,1, 49.4516, 78.5599, 52.0105, 43.9329, 43.2706, 60.9523, 54.7711, 52.0800, 66.5451, 29.5010, 66.7801, 74.3561, 25.0225, 45.9802, 44.0368, 81.5266, 69.5098, 46.5853, 85.3391, 69.8918, 79.1627, 54.7209, 19.7153, 11.6181
MVI_0785.MOV,0005,1, 49.5754, 78.5793, 52.3077, 44.1021, 43.4600, 60.8220, 55.0126, 51.9125, 66.4317, 29.2282, 66.6481, 74.5459, 25.3370, 46.0258, 44.0317, 81.5735, 69.5523, 46.7278, 85.4699, 69.8925, 79.0030, 54.4684, 19.7691, 11.7821
MVI_0785.MOV,0006,1, 49.5629, 78.6571, 52.2177, 43.8303, 43.4478, 61.0956, 54.8338, 51.8159, 66.4402, 29.3320, 66.7591, 74.3818, 25.2493, 45.9663, 44.0624, 81.6979, 69.4369, 46.4561, 85.3859, 69.8243, 78.9658, 54.6319, 19.7922, 12.0668
MVI_0785.MOV,0007,1, 49.5364, 78.5790, 52.1480, 43.8317, 43.6604, 60.6269, 54.9128, 52.0371, 66.6745, 29.2016, 66.7269, 74.6694, 25.2198, 46.0188, 44.1152, 81.7470, 69.6146, 46.8998, 85.5089, 69.8666, 79.0575, 54.5645, 19.8783, 11.9660
MVI_0785.MOV,0008,1, 49.7101, 78.6188, 52.0151, 44.1162, 43.4109, 60.8186, 55.0496, 51.5957, 66.3738, 29.2979, 66.6660, 74.3950, 25.0885, 45.8899, 44.0393, 81.7251, 69.5204, 46.5189, 85.5810, 69.8731, 79.0621, 54.7072, 19.8521, 11.9515
MVI_0785.MOV,0009,1, 49.7756, 78.5104, 52.0523, 44.0047, 43.4571, 60.8902, 55.1107, 51.8371, 66.7905, 29.3668, 66.7027, 74.4635, 25.4897, 45.8802, 44.1640, 81.6781, 69.5948, 46.4427, 85.4927, 69.9376, 78.8949, 54.6236, 19.9778, 11.8993
MVI_0785.MOV,0010,1, 49.4689, 78.5711, 52.1126, 43.7283, 43.2643, 60.7418, 55.1577, 51.6424, 66.4699, 29.1669, 66.5126, 74.3540, 25.2530, 45.8867, 43.9328, 81.7674, 69.5563, 46.8853, 85.4951, 70.0217, 78.9105, 54.4135, 19.8989, 11.6840
