1.174018047209295545e+01,1.064841094721095338e+01,1.174018047209295545e+01,1.064841094721095338e+01,1.174018047209295545e+01,1.064841094721095338e+01
1.066957695907782444e+01,1.073119405412164795e+01,1.066957695907782444e+01,1.073119405412164795e+01,1.066957695907782444e+01,1.073119405412164795e+01
1.163237739323018793e+01,9.055441866189728017e+00,1.163237739323018793e+01,9.055441866189728017e+00,1.163237739323018793e+01,9.055441866189728017e+00
1.154940687113453457e+01,6.806548751070079284e+00,1.154940687113453457e+01,6.806548751070079284e+00,1.154940687113453457e+01,6.806548751070079284e+00
1.152276513524943802e+01,5.467282950946465547e+00,1.152276513524943802e+01,5.467282950946465547e+00,1.152276513524943802e+01,5.467282950946465547e+00
1.181184677707539876e+01,4.105038343904981346e+00,1.181184677707539876e+01,4.105038343904981346e+00,1.181184677707539876e+01,4.105038343904981346e+00
1.169043677019106475e+01,4.109017753752396196e+00,1.169043677019106475e+01,4.109017753752396196e+00,1.169043677019106475e+01,4.109017753752396196e+00
1.163632653185598009e+01,3.744761278256066639e+00,1.163632653185598009e+01,3.744761278256066639e+00,1.163632653185598009e+01,3.744761278256066639e+00
1.158829714994899795e+01,3.444909835045703250e+00,1.158829714994899795e+01,3.444909835045703250e+00,1.158829714994899795e+01,3.444909835045703250e+00
1.165081411096904596e+01,3.230335528380161136e+00,1.165081411096904596e+01,3.230335528380161136e+00,1.165081411096904596e+01,3.230335528380161136e+00
1.170026817320365708e+01,3.120594884752299958e+00,1.170026817320365708e+01,3.120594884752299958e+00,1.170026817320365708e+01,3.120594884752299958e+00
1.158640083114432073e+01,2.987853659012236207e+00,1.158640083114432073e+01,2.987853659012236207e+00,1.158640083114432073e+01,2.987853659012236207e+00
1.147948415419252477e+01,2.907697475052298586e+00,1.147948415419252477e+01,2.907697475052298586e+00,1.147948415419252477e+01,2.907697475052298586e+00
1.172291298940030480e+01,2.887705489492925715e+00,1.172291298940030480e+01,2.887705489492925715e+00,1.172291298940030480e+01,2.887705489492925715e+00
1.170235018345470301e+01,2.742217983793698188e+00,1.170235018345470301e+01,2.742217983793698188e+00,1.170235018345470301e+01,2.742217983793698188e+00
1.159844431721187874e+01,2.694120001792892349e+00,1.159844431721187874e+01,2.694120001792892349e+00,1.159844431721187874e+01,2.694120001792892349e+00
1.186694523093220255e+01,2.696910855643009253e+00,1.186694523093220255e+01,2.696910855643009253e+00,1.186694523093220255e+01,2.696910855643009253e+00
1.173889941095679212e+01,2.598626878839758625e+00,1.173889941095679212e+01,2.598626878839758625e+00,1.173889941095679212e+01,2.598626878839758625e+00
1.179560063673811321e+01,2.638772386507691969e+00,1.179560063673811321e+01,2.638772386507691969e+00,1.179560063673811321e+01,2.638772386507691969e+00
1.194791507438452349e+01,2.536412666091118595e+00,1.194791507438452349e+01,2.536412666091118595e+00,1.194791507438452349e+01,2.536412666091118595e+00
1.178902454330683724e+01,2.464908082174400494e+00,1.178902454330683724e+01,2.464908082174400494e+00,1.178902454330683724e+01,2.464908082174400494e+00
1.158223926782271995e+01,2.510257423682412004e+00,1.158223926782271995e+01,2.510257423682412004e+00,1.158223926782271995e+01,2.510257423682412004e+00
1.155902211475839181e+01,2.475199574138858605e+00,1.155902211475839181e+01,2.475199574138858605e+00,1.155902211475839181e+01,2.475199574138858605e+00
1.187947187928509152e+01,2.487447512051179643e+00,1.187947187928509152e+01,2.487447512051179643e+00,1.187947187928509152e+01,2.487447512051179643e+00
1.170437799463440420e+01,2.441850712481522301e+00,1.170437799463440420e+01,2.441850712481522301e+00,1.170437799463440420e+01,2.441850712481522301e+00
1.157406139940669476e+01,2.445655360562583258e+00,1.157406139940669476e+01,2.445655360562583258e+00,1.157406139940669476e+01,2.445655360562583258e+00
1.164107856013618836e+01,2.396749541435096997e+00,1.164107856013618836e+01,2.396749541435096997e+00,1.164107856013618836e+01,2.396749541435096997e+00
