1.864974538537727256e+01,1.466673561632392087e+01,1.864974538537727256e+01,1.466673561632392087e+01,1.864974538537727256e+01,1.466673561632392087e+01
1.901089300552818173e+01,1.585637223639693971e+01,1.901089300552818173e+01,1.585637223639693971e+01,1.901089300552818173e+01,1.585637223639693971e+01
1.936034679203735109e+01,1.609018454543233645e+01,1.936034679203735109e+01,1.609018454543233645e+01,1.936034679203735109e+01,1.609018454543233645e+01
1.982088790436223391e+01,1.627594402130292295e+01,1.982088790436223391e+01,1.627594402130292295e+01,1.982088790436223391e+01,1.627594402130292295e+01
2.002924174353254827e+01,1.625628694401977725e+01,2.002924174353254827e+01,1.625628694401977725e+01,2.002924174353254827e+01,1.625628694401977725e+01
2.031353898237964373e+01,1.633423926014931737e+01,2.031353898237964373e+01,1.633423926014931737e+01,2.031353898237964373e+01,1.633423926014931737e+01
2.032154147349639217e+01,1.647396060218636649e+01,2.032154147349639217e+01,1.647396060218636649e+01,2.032154147349639217e+01,1.647396060218636649e+01
2.063934059782005903e+01,1.649555520120083685e+01,2.063934059782005903e+01,1.649555520120083685e+01,2.063934059782005903e+01,1.649555520120083685e+01
2.083254047411873700e+01,1.658448955272828940e+01,2.083254047411873700e+01,1.658448955272828940e+01,2.083254047411873700e+01,1.658448955272828940e+01
2.122195542902225540e+01,1.666916584494039810e+01,2.122195542902225540e+01,1.666916584494039810e+01,2.122195542902225540e+01,1.666916584494039810e+01
2.144166389380345095e+01,1.682352762789259515e+01,2.144166389380345095e+01,1.682352762789259515e+01,2.144166389380345095e+01,1.682352762789259515e+01
2.179721541370572169e+01,1.682323035977171699e+01,2.179721541370572169e+01,1.682323035977171699e+01,2.179721541370572169e+01,1.682323035977171699e+01
2.195108772824287868e+01,1.692485555884346837e+01,2.195108772824287868e+01,1.692485555884346837e+01,2.195108772824287868e+01,1.692485555884346837e+01
2.226379916442099827e+01,1.708534706419444404e+01,2.226379916442099827e+01,1.708534706419444404e+01,2.226379916442099827e+01,1.708534706419444404e+01
2.271819848878245196e+01,1.713333760425125973e+01,2.271819848878245196e+01,1.713333760425125973e+01,2.271819848878245196e+01,1.713333760425125973e+01
2.279425370602578127e+01,1.721997791795270416e+01,2.279425370602578127e+01,1.721997791795270416e+01,2.279425370602578127e+01,1.721997791795270416e+01
1.831057404124688404e+01,1.729649793079308040e+01,1.831057404124688404e+01,1.729649793079308040e+01,1.831057404124688404e+01,1.729649793079308040e+01
1.863082574201865071e+01,1.740641453093746094e+01,1.863082574201865071e+01,1.740641453093746094e+01,1.863082574201865071e+01,1.740641453093746094e+01
1.884072975596862065e+01,1.757899632407530177e+01,1.884072975596862065e+01,1.757899632407530177e+01,1.884072975596862065e+01,1.757899632407530177e+01
1.897697358914835775e+01,1.760085237097271360e+01,1.897697358914835775e+01,1.760085237097271360e+01,1.897697358914835775e+01,1.760085237097271360e+01
2.002381118664419546e+01,1.768724476953078906e+01,2.002381118664419546e+01,1.768724476953078906e+01,2.002381118664419546e+01,1.768724476953078906e+01
2.018940776229096912e+01,1.784229412786460856e+01,2.018940776229096912e+01,1.784229412786460856e+01,2.018940776229096912e+01,1.784229412786460856e+01
2.282611305062377482e+01,1.789682544723024904e+01,2.282611305062377482e+01,1.789682544723024904e+01,2.282611305062377482e+01,1.789682544723024904e+01
2.585866737492600720e+01,1.795954734819583010e+01,2.585866737492600720e+01,1.795954734819583010e+01,2.585866737492600720e+01,1.795954734819583010e+01
2.603078059289090618e+01,1.806087073316759017e+01,2.603078059289090618e+01,1.806087073316759017e+01,2.603078059289090618e+01,1.806087073316759017e+01
2.641571511479391177e+01,1.829794552126211116e+01,2.641571511479391177e+01,1.829794552126211116e+01,2.641571511479391177e+01,1.829794552126211116e+01
2.673401867766509454e+01,1.831682993047272845e+01,2.673401867766509454e+01,1.831682993047272845e+01,2.673401867766509454e+01,1.831682993047272845e+01
2.707914058008789482e+01,1.843117948583463317e+01,2.707914058008789482e+01,1.843117948583463317e+01,2.707914058008789482e+01,1.843117948583463317e+01
2.741172065934330604e+01,1.852001924665596277e+01,2.741172065934330604e+01,1.852001924665596277e+01,2.741172065934330604e+01,1.852001924665596277e+01
2.769912572605530698e+01,1.857033638188254088e+01,2.769912572605530698e+01,1.857033638188254088e+01,2.769912572605530698e+01,1.857033638188254088e+01
2.797296114772652942e+01,1.876992217356775683e+01,2.797296114772652942e+01,1.876992217356775683e+01,2.797296114772652942e+01,1.876992217356775683e+01
2.860612120935336833e+01,1.886533314969744879e+01,2.860612120935336833e+01,1.886533314969744879e+01,2.860612120935336833e+01,1.886533314969744879e+01
2.910387389611215880e+01,1.900054619505528564e+01,2.910387389611215880e+01,1.900054619505528564e+01,2.910387389611215880e+01,1.900054619505528564e+01
2.922987053222801990e+01,1.903970985039580910e+01,2.922987053222801990e+01,1.903970985039580910e+01,2.922987053222801990e+01,1.903970985039580910e+01
2.954957466997506543e+01,1.929631545728510034e+01,2.954957466997506543e+01,1.929631545728510034e+01,2.954957466997506543e+01,1.929631545728510034e+01
2.994202148016516318e+01,1.934169864424352525e+01,2.994202148016516318e+01,1.934169864424352525e+01,2.994202148016516318e+01,1.934169864424352525e+01
3.016371088598329209e+01,1.944577861363655558e+01,3.016371088598329209e+01,1.944577861363655558e+01,3.016371088598329209e+01,1.944577861363655558e+01
3.041019292524448048e+01,1.955146946676096320e+01,3.041019292524448048e+01,1.955146946676096320e+01,3.041019292524448048e+01,1.955146946676096320e+01
3.069815446420214755e+01,1.965427763709664788e+01,3.069815446420214755e+01,1.965427763709664788e+01,3.069815446420214755e+01,1.965427763709664788e+01
3.099190460613585429e+01,1.988862520417527335e+01,3.099190460613585429e+01,1.988862520417527335e+01,3.099190460613585429e+01,1.988862520417527335e+01
3.122696638813964043e+01,1.999630699323461158e+01,3.122696638813964043e+01,1.999630699323461158e+01,3.122696638813964043e+01,1.999630699323461158e+01
3.161413031317339062e+01,1.983969241171673303e+01,3.161413031317339062e+01,1.983969241171673303e+01,3.161413031317339062e+01,1.983969241171673303e+01
3.190767416637426734e+01,1.945569279788736949e+01,3.190767416637426734e+01,1.945569279788736949e+01,3.190767416637426734e+01,1.945569279788736949e+01
3.211840562184949732e+01,1.925032631777840919e+01,3.211840562184949732e+01,1.925032631777840919e+01,3.211840562184949732e+01,1.925032631777840919e+01
3.241189112788018178e+01,1.909245135302668217e+01,3.241189112788018178e+01,1.909245135302668217e+01,3.241189112788018178e+01,1.909245135302668217e+01
3.259976583668188965e+01,1.884267313054136750e+01,3.259976583668188965e+01,1.884267313054136750e+01,3.259976583668188965e+01,1.884267313054136750e+01
3.281712654464582357e+01,1.863444835120957777e+01,3.281712654464582357e+01,1.863444835120957777e+01,3.281712654464582357e+01,1.863444835120957777e+01
3.317752096974830778e+01,1.852032340364432272e+01,3.317752096974830778e+01,1.852032340364432272e+01,3.317752096974830778e+01,1.852032340364432272e+01
3.335696205332262565e+01,1.839531601199517397e+01,3.335696205332262565e+01,1.839531601199517397e+01,3.335696205332262565e+01,1.839531601199517397e+01
