242,13.4404297149
243,13.361507698
244,14.022068448
245,17.1197884633
246,23.3196676568
247,27.8933106037
248,29.2994603624
249,29.9903751608
250,30.6481296667
251,30.8738584887
252,31.0343112455
253,31.2463647889
254,31.2794184256
255,31.3670930048
256,31.2291186308
257,31.2583348924
258,31.3742921974
259,31.3238305024
260,31.4234026194
261,31.3544193939
262,31.4405887955
263,31.4016478894
264,31.4199126596
265,31.3290783462
266,31.3182556884
267,31.46021163
268,31.3141987805
269,31.3797404746
270,31.3176665493
271,31.2244934217
272,31.3118718125
273,31.2780242162
274,31.4021047535
275,31.2993066375
276,31.4209086209
277,31.3444914319
278,31.349674218
279,31.365822083
280,31.2620616265
281,31.3148923247
282,31.2879971992
283,31.2949345655
284,31.201238127
285,31.4214336779
286,31.2405103722
287,31.3334831683
288,31.3318261769
289,31.3485880864
290,31.304870655
291,31.413433376
292,31.275145525
293,31.3604627978
294,31.2671836991
295,31.3503080379
296,31.3371373898
297,31.3716459564
298,31.2938733412
299,31.3636998897
300,32.0230648717
301,31.7045358414
