482,52.9873403401
483,52.9758147465
484,51.4098816196
485,48.9766986069
486,47.2162052716
487,47.6736804332
488,47.9758861881
489,47.399160441
490,46.9734294396
491,46.7884493875
492,46.3768103184
493,46.2097750833
494,45.9838277134
495,45.8079314233
496,45.671204952
497,45.3841238785
498,45.359540753
499,45.0962424266
500,45.0263977061
501,44.9955223308
502,44.7923830584
503,44.6900623174
504,44.6324284405
505,44.5345632648
506,44.4977040115
507,44.352668507
508,44.3081074879
509,44.2790985998
510,44.1519758981
511,44.0975761983
512,44.0380170946
513,43.8526071009
514,43.8121385507
515,43.7391959119
516,43.673882361
517,43.5914702524
518,43.5904193567
519,43.5381750742
520,43.31248013
521,43.3271307551
522,43.2494956899
523,43.2381639565
524,43.1279946465
525,43.0635471092
526,43.1029830052
527,42.962369029
528,42.9244452864
529,42.8166969146
530,42.7163510849
531,42.8031630872
532,42.6409013258
533,42.5647571655
534,42.4713535979
535,42.4412193794
536,42.3587383657
537,42.3496414547
538,42.3027120738
539,42.1835298197
540,42.1529676794
541,42.1113390994
