1.000000000000000000e+00 1.724862604293870660e+01 3.570449493076548464e+01 1.476064470627377823e+01 1.071997500725188956e+01 1.011985679661039228e+01 1.590165642796166168e+01 1.769868957250705677e+01 1.422121650368321788e+01 2.410757061422984293e+01 5.876434408141261834e+00 2.161070039344214777e+01 3.599581070327081989e+01 5.849710213551923665e+00 1.235725133250438468e+01 1.359833124900567292e+01 3.095422549143318847e+01 2.890366827513739878e+01 1.400494397644954248e+01 4.025505174164229061e+01 2.486438629411943069e+01 3.004069377617618031e+01 1.758649870792937620e+01 4.761668385838543571e+00 4.288516112524384027e+00
2.000000000000000000e+00 2.537698295649615687e+01 5.260141280073462866e+01 2.302269680181713696e+01 1.782566821890335262e+01 1.579648600756448218e+01 2.498200656526817198e+01 2.952382498231852992e+01 2.523829825005720195e+01 3.588369752633474263e+01 9.972725465574551862e+00 3.459244917435819389e+01 4.317742515019816096e+01 9.729338151056943218e+00 1.817184109744334819e+01 2.170878400754794058e+01 5.276147515753081763e+01 3.736513992452443489e+01 1.943275849199755356e+01 5.869451949422578707e+01 4.079378222204977078e+01 5.021539466288975717e+01 2.524702045990029120e+01 7.552638716536269392e+00 5.217157613185162468e+00
3.000000000000000000e+00 2.259459190799399764e+01 4.783303817183244178e+01 2.066961032798038289e+01 1.322950756900035962e+01 1.196633019033165901e+01 1.971188453546769637e+01 2.581594621912847032e+01 1.957493649583872042e+01 3.164625642815204998e+01 6.020460421308608367e+00 2.960728617948156582e+01 3.882732078563626033e+01 7.440932112633762863e+00 1.512838365569568033e+01 1.792216071781910713e+01 4.608542253405145317e+01 3.222061452926762826e+01 1.585555458018546737e+01 5.224147145250901758e+01 3.496173962985776029e+01 4.484926691509453889e+01 2.042999520989955897e+01 4.692038097431495025e+00 4.125323645576521869e+00
4.000000000000000000e+00 2.201980416463162626e+01 4.669934187783013613e+01 2.211911666118169961e+01 1.596063295323458675e+01 1.554570014059452809e+01 2.487726295556406342e+01 2.651102521895743536e+01 1.941872066886807247e+01 3.050838821869352913e+01 9.772481382716566856e+00 3.186291667800973215e+01 4.316103788882310965e+01 7.547864254099097003e+00 1.446671486734785361e+01 1.790939250631360480e+01 5.191516797830561813e+01 3.775921194303915485e+01 1.846522980372518319e+01 5.487568256067748251e+01 3.688709078990631696e+01 4.296731507962874019e+01 2.477908208679810542e+01 7.370806685976129202e+00 4.157607685233385197e+00
5.000000000000000000e+00 2.694047610306804330e+01 5.372199204025304908e+01 2.466011330259510359e+01 1.848318314580063060e+01 1.788930186976759273e+01 2.610982233756199378e+01 3.076158057836683213e+01 2.504483620337824590e+01 3.283419320602913416e+01 9.927893855169138249e+00 3.695066413262299676e+01 4.797081940627886354e+01 9.880641018671315834e+00 1.933149065640250441e+01 2.250197143188502835e+01 5.116676401868533475e+01 4.049158151546163964e+01 2.215628655278004899e+01 5.751596422061597735e+01 4.187809008474877004e+01 5.172410060975182944e+01 2.645473981010324493e+01 7.832348217788505096e+00 5.626878640608412141e+00
6.000000000000000000e+00 2.256617794433936197e+01 4.704231108417173601e+01 2.143895474908985577e+01 1.444165806274953212e+01 1.334212127488077648e+01 2.259348383685248152e+01 2.530545293405904772e+01 2.117297159713409016e+01 3.170599052906229787e+01 7.411423722027731031e+00 3.121650848234224185e+01 4.041595198438354686e+01 7.354350462359212415e+00 1.526033362987791797e+01 1.794861157296448440e+01 4.625105273157497265e+01 3.389127043865472899e+01 1.771747872976968807e+01 5.272003910850079222e+01 3.573129012238334212e+01 4.372506667629809129e+01 2.092103098199691047e+01 5.993023413639736674e+00 4.708000648214599515e+00
7.000000000000000000e+00 2.321145964347424240e+01 4.724123069202821057e+01 1.933639381475386898e+01 1.344877440710697414e+01 1.424034956930156426e+01 2.193065599562061152e+01 2.568677138396183679e+01 1.897452352071791637e+01 2.886785033531152678e+01 9.875695519909260867e+00 3.196128125809837783e+01 4.286350094378475717e+01 7.852211845676078994e+00 1.516031681441601364e+01 1.769381150571670602e+01 4.509617973089822840e+01 3.648076498211651142e+01 1.863890549647077677e+01 5.559853456974156671e+01 3.911720501621469737e+01 4.084976014607396166e+01 2.403251796744579494e+01 7.073149321008010304e+00 3.638193254616450822e+00
7.000000000000000000e+00 2.402931755495762189e+01 4.750097790327009761e+01 2.723712732995400998e+01 2.265368549405161858e+01 2.366858305182755373e+01 3.502663414698591282e+01 3.580044149892476213e+01 2.889628160430715553e+01 3.792377186217332508e+01 1.222647442253044936e+01 3.824059424855686018e+01 4.685076480330939575e+01 1.276933699254836974e+01 2.338809730727997049e+01 2.634537700037222407e+01 5.546127653651904410e+01 4.361464702362430756e+01 2.850179803795425215e+01 6.728682359141808433e+01 4.683510396331622871e+01 5.157249248307029177e+01 3.497121559124269652e+01 1.132024725497072914e+01 6.971873815893697923e+00
7.000000000000000000e+00 1.683244512156856842e+01 4.902563502388204597e+01 2.948259984598238859e+01 2.447002192689155109e+01 2.594968798714796421e+01 3.875412291919923291e+01 1.931548174939669238e+01 2.898825007830071598e+01 4.253738991871031061e+01 1.427430848331149882e+01 4.285296719722518333e+01 4.942298387738989618e+01 7.011274146216589287e+00 1.997233993620183057e+01 2.551973830447434821e+01 5.976302372911674610e+01 4.830548471770453034e+01 2.689318870838394204e+01 4.117055393739484259e+01 4.043284611889168190e+01 5.635687679735687539e+01 3.839142472216402524e+01 1.120111657095003466e+01 7.313240123558479411e+00
8.000000000000000000e+00 3.597255104946241033e+01 6.015694986592227878e+01 3.411536357397260133e+01 2.700329842422060267e+01 2.397066839135409921e+01 3.728165704170345407e+01 3.806569840503407676e+01 3.294082152338361169e+01 4.625083336817672119e+01 1.537914689917514899e+01 4.795902491240746457e+01 5.761495349279515210e+01 1.424618279530520049e+01 2.602682978200490993e+01 2.731807979745672910e+01 6.433835789015293471e+01 5.228751123763696995e+01 2.871569095534848870e+01 6.385927690485259234e+01 5.183520262736278994e+01 5.937439991002886330e+01 3.799106539888287415e+01 1.049856102419744275e+01 5.146777338486497655e+00
8.000000000000000000e+00 3.765715275794318018e+01 6.290793132868617477e+01 4.188880928703366635e+01 3.726981842673568934e+01 3.619674927582107671e+01 5.150375137577889717e+01 4.532752933086535307e+01 4.069936972711170142e+01 5.401637054085227874e+01 2.022776543327988819e+01 5.686407817654166763e+01 6.546949811716933709e+01 1.806648141241183936e+01 3.358427662719675055e+01 3.625877990030676301e+01 7.193591198514474172e+01 6.000567988376418782e+01 3.728514334907893613e+01 7.507202330178424177e+01 6.069561875501190684e+01 6.605861145883794450e+01 4.526382618593429186e+01 1.509210721518122611e+01 9.885067086296437822e+00
8.000000000000000000e+00 2.294077474377037618e+01 6.143051253441054627e+01 4.044274707831027627e+01 3.324760274343056921e+01 3.421073876590777729e+01 4.936462570097602054e+01 2.717787401354638632e+01 3.552053630279984731e+01 5.238476798480118646e+01 1.948006368083911610e+01 5.393882081199632239e+01 6.229948830167859342e+01 9.192232697886845827e+00 2.702605614108782106e+01 3.302165366658420709e+01 7.118535089769363822e+01 5.712090629938815312e+01 3.501304653487530061e+01 5.218217488995148301e+01 4.891725986241755209e+01 6.486866482298292169e+01 4.591448838306856572e+01 1.414207519605825780e+01 8.971720682964338778e+00
9.000000000000000000e+00 2.825883290476999932e+01 5.096153752037550078e+01 2.497885453910357967e+01 1.578855898138343328e+01 1.522694219291023643e+01 2.406454623680187765e+01 3.147993439394880255e+01 2.454151479935734415e+01 3.539798473099940423e+01 8.080378266482195926e+00 3.356011364704598066e+01 4.390251146282201944e+01 1.009996439818857006e+01 1.862923976894269629e+01 2.032529317191627527e+01 5.122755704159273193e+01 3.652235878982779127e+01 1.892234868658609059e+01 5.879000431149265182e+01 4.176344041723637446e+01 4.901577768525670820e+01 2.402015803439805808e+01 5.540695569824297451e+00 3.702888631318915991e+00
9.000000000000000000e+00 2.887959423924402103e+01 4.837285182978124709e+01 3.568804984437014838e+01 2.919559193780595407e+01 2.954278717855529379e+01 4.399799940027278922e+01 3.712095853362218634e+01 3.185902447381011626e+01 4.588000091306826533e+01 1.541321759779645717e+01 4.729973427477830938e+01 5.847554758272212894e+01 1.344234740710012943e+01 2.534381040740712621e+01 2.922453404943802724e+01 6.346536862134536250e+01 5.154839431071902567e+01 3.115309673517564448e+01 6.927849809468929720e+01 5.165099979290032906e+01 5.760169765527337660e+01 3.760789919274200344e+01 1.198678585839527599e+01 7.780642243786886958e+00
9.000000000000000000e+00 1.737826148853717712e+01 5.381322405562843159e+01 3.435595037686123732e+01 2.636883278698111255e+01 2.944357565436810731e+01 4.339754788416006193e+01 1.993438489327053276e+01 2.887043243555736893e+01 4.631356401678078782e+01 1.691602043284080636e+01 4.824774070287833183e+01 5.600220184115597277e+01 6.873862289627185262e+00 2.321424198989932464e+01 2.797878084195974324e+01 6.552606613302324945e+01 5.143538804446657764e+01 3.026209686146034983e+01 4.503172989147181937e+01 4.241235143008013608e+01 5.854468668022659017e+01 4.111971927259160964e+01 1.228983998792729793e+01 7.861528445855114455e+00
1.000000000000000000e+01 2.244507642468382613e+01 4.763603264033604034e+01 2.079992083732636132e+01 1.235934611236492486e+01 1.221178614414806241e+01 1.991283490905912856e+01 2.375021949217386208e+01 1.814386742903507255e+01 2.710724904974895111e+01 6.005751902985810631e+00 2.732402922519298372e+01 3.827330514679914586e+01 7.144126031640745111e+00 1.389044210239172372e+01 1.614079568146949839e+01 4.529998048957384071e+01 3.303451464896789957e+01 1.488967522433719815e+01 5.254186229036611877e+01 3.524348777287978862e+01 4.333955620584202251e+01 1.882239729132049533e+01 4.045744309142224715e+00 2.765829882097644798e+00
1.000000000000000000e+01 2.046954920550973256e+01 3.500745218412474458e+01 2.171401374475593826e+01 1.911090707746769013e+01 1.936940763266569832e+01 3.522301653905314112e+01 2.968528084377248888e+01 2.104487894067874620e+01 2.922982024650850263e+01 8.270675524738539508e+00 3.197385858704886985e+01 4.595277517176982940e+01 9.246636084982434056e+00 1.754803700940182409e+01 1.966204668022693980e+01 4.813663728369195383e+01 4.143744663353024293e+01 2.164623710166651804e+01 6.553448371599584732e+01 4.263781659648680744e+01 4.670045233114216643e+01 2.797876807236951180e+01 7.803383004936790712e+00 5.152035366500438585e+00
