1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 6.612008117733063628e-01
3.000000000000000000e+00 7.601555863359971132e-01
4.000000000000000000e+00 7.170783910536144834e-01
5.000000000000000000e+00 6.449520083747124488e-01
6.000000000000000000e+00 7.481525726973867751e-01
7.000000000000000000e+00 7.383996271305006687e-01
7.000000000000000000e+00 5.867833348754080136e-01
7.000000000000000000e+00 5.907671848572090267e-01
8.000000000000000000e+00 5.165988619962633699e-01
8.000000000000000000e+00 4.356303344820541268e-01
8.000000000000000000e+00 4.767678723107425798e-01
9.000000000000000000e+00 6.670713680611435326e-01
9.000000000000000000e+00 5.152598797322280877e-01
9.000000000000000000e+00 5.412856751367857155e-01
1.000000000000000000e+01 7.793492005845081838e-01
1.000000000000000000e+01 6.683131332625757981e-01
1.000000000000000000e+01 8.805037015818406587e-01
1.100000000000000000e+01 8.853385180677559863e-01
1.100000000000000000e+01 6.817294586465206807e-01
1.100000000000000000e+01 8.301091433238878547e-01
1.200000000000000000e+01 7.077178279098200742e-01
1.200000000000000000e+01 6.817792529481239150e-01
1.200000000000000000e+01 8.639501081865310628e-01
1.300000000000000000e+01 6.210260855575389094e-01
1.300000000000000000e+01 6.308502008189303956e-01
1.300000000000000000e+01 8.855052828748630755e-01
1.400000000000000000e+01 6.154665736453651670e-01
1.400000000000000000e+01 6.207982139623611229e-01
1.400000000000000000e+01 8.789965463089818298e-01
1.500000000000000000e+01 6.539500520727293820e-01
1.500000000000000000e+01 5.883111287670479417e-01
1.500000000000000000e+01 9.587119664498786609e-01
1.600000000000000000e+01 6.529038463782309565e-01
1.600000000000000000e+01 7.093459542418472097e-01
1.600000000000000000e+01 8.661299073176702557e-01
1.700000000000000000e+01 7.445041684443542973e-01
1.700000000000000000e+01 6.825749584948807014e-01
1.700000000000000000e+01 9.029930158804266860e-01
1.800000000000000000e+01 6.945516155517046375e-01
1.800000000000000000e+01 6.490501874460082865e-01
1.800000000000000000e+01 1.194920313163648773e+00
1.900000000000000000e+01 6.981580537850882173e-01
1.900000000000000000e+01 6.786947501730388188e-01
1.900000000000000000e+01 7.295066800818069686e-01
2.000000000000000000e+01 7.124314410754276627e-01
2.000000000000000000e+01 6.645040968535506076e-01
2.000000000000000000e+01 8.819993410403987877e-01
2.100000000000000000e+01 6.273827712918059740e-01
2.100000000000000000e+01 6.231008212695030579e-01
2.100000000000000000e+01 7.643525761474303515e-01
2.200000000000000000e+01 7.866345909259651048e-01
2.200000000000000000e+01 6.899588202071934573e-01
2.200000000000000000e+01 8.874772175527041451e-01
2.300000000000000000e+01 6.572213482442712529e-01
2.300000000000000000e+01 5.861044766920130433e-01
2.300000000000000000e+01 8.285090255668684511e-01
2.400000000000000000e+01 8.205372692797264778e-01
2.400000000000000000e+01 6.055940342074946914e-01
2.400000000000000000e+01 5.059377413201046059e-01
2.500000000000000000e+01 7.569002776437068203e-01
2.500000000000000000e+01 7.396893186666360087e-01
2.500000000000000000e+01 5.917099405777043186e-01
2.600000000000000000e+01 9.293513420409706960e-01
2.600000000000000000e+01 6.863333074363782149e-01
2.600000000000000000e+01 5.286641885995712054e-01
2.700000000000000000e+01 8.256259811362542944e-01
2.700000000000000000e+01 6.144337807544425489e-01
2.700000000000000000e+01 5.056557660041292035e-01
2.800000000000000000e+01 6.811657303939178121e-01
2.800000000000000000e+01 5.609268216165653742e-01
2.800000000000000000e+01 5.841351437261812496e-01
2.900000000000000000e+01 8.016522450430862978e-01
2.900000000000000000e+01 5.172282061729132074e-01
2.900000000000000000e+01 5.039224518081818482e-01
3.000000000000000000e+01 7.691252926045560878e-01
3.000000000000000000e+01 5.208044332293502165e-01
3.000000000000000000e+01 5.209796746816081070e-01
