Slice,X,Y
1,50,286
1,54,377
1,191,366
1,190,278
2,56,281
2,59,369
2,198,362
2,197,272
3,114,218
3,116,302
3,247,300
3,248,216
4,120,214
4,120,301
4,250,297
4,252,213
