File number,L,a,b
284.0,11.6504393368,2.11574012806,-14.7440282498
285.0,11.6729292029,2.62522539984,-14.9464834994
286.0,11.6741822746,2.82385752592,-15.3603738798
287.0,11.7113301177,1.75263050839,-14.164327943
288.0,11.677037263,2.18833301487,-14.4391088712
289.0,11.697203442,2.43181724914,-14.8046765285
290.0,11.7181249867,2.01324753546,-14.3903583309
291.0,11.818585696,1.96911227392,-14.2874246665
292.0,11.7072951982,2.42419068924,-14.8654276927
293.0,11.7654714054,2.31976405536,-14.6242098817
294.0,11.7799314736,2.44423732685,-15.1185265077
295.0,11.7759518451,2.16803929119,-14.5649384133
296.0,11.7832184826,2.51895341307,-15.0348734844
297.0,11.823473123,2.07523446348,-14.8685696859
298.0,11.8285560017,2.13914618497,-14.4850831745
299.0,11.826105154,2.42975888786,-15.0180321597
300.0,11.7959706881,2.47822163868,-14.9504641857
301.0,11.8419096515,2.12758173367,-14.673283534
302.0,11.7883872704,2.30333696745,-14.8208133823
303.0,11.7737867666,2.33970347984,-14.7614408364
304.0,11.9065247838,2.09008011524,-14.6257792082
305.0,8.65889384606,2.3661130413,-12.2756421739
306.0,7.36731455918,2.40148306492,-11.6408599017
307.0,6.64892655096,2.43637774261,-10.8097112569
308.0,6.17663804682,2.34238161588,-10.3030260507
309.0,5.83427153573,2.4216077831,-9.82097098828
310.0,5.49375386002,2.38560977104,-9.50349085383
311.0,5.31646478246,2.21701867069,-8.99816496793
312.0,5.11394441119,2.24472291918,-8.84660220165
313.0,4.92021835391,2.19904089776,-8.47889521091
314.0,4.77748503106,2.22857991795,-8.2389000297
315.0,4.6271119771,2.24241174112,-8.40971923964
316.0,4.52355464744,2.23849319733,-7.96561209365
317.0,4.38077743331,2.03989545729,-7.392175997
318.0,4.29946150247,1.97781832536,-7.55396245842
319.0,4.2461470534,1.85461849118,-7.18762230156
320.0,4.12568984751,2.02242717975,-7.15415418243
321.0,4.10599929577,1.82779476319,-6.86953889652
322.0,4.04164724128,1.90630083902,-6.86301417506
323.0,3.93636767105,1.94798286926,-6.9832555216
324.0,3.92675038839,1.91491196359,-6.75938082843
325.0,3.87959245955,1.94290612209,-6.68721030518
326.0,3.79535808768,1.87023177784,-6.74147272605
327.0,3.79503412075,1.81054310184,-6.26862138414
328.0,3.74645256627,1.9301849321,-6.51764207246
329.0,3.71444339236,1.90960749954,-6.4420564103
330.0,3.65999507161,1.86916308158,-6.24498893501
331.0,3.61020559643,1.72864400594,-6.10997887875
332.0,3.58967833904,1.81313055351,-5.99162486546
333.0,3.52399200303,1.80634979531,-6.20349384184
334.0,3.55094084078,1.74208779312,-5.77748116906
335.0,3.50153386889,1.82176888145,-6.00906517913
336.0,3.49762198391,1.60640482139,-5.79386323949
337.0,3.43380311897,1.69144375332,-5.75938150361
338.0,3.39827255475,1.89082853477,-5.78770017354
339.0,3.35978427017,1.71087992459,-5.64651214048
340.0,3.37460800255,1.79400565846,-5.756798746
341.0,3.36562730177,1.59130133292,-5.53404083479
342.0,3.29994295872,1.72539546437,-5.63122933351
343.0,3.29138005126,1.83548262033,-5.65841327547
344.0,3.32059129325,1.85387188364,-5.79266943269
345.0,3.26399130668,1.85516175919,-5.71386757911
346.0,3.24612506613,1.68504958618,-5.53150654234
347.0,3.19878558171,1.70534583383,-5.61467023507
348.0,3.22049102883,1.62853248018,-5.5214249729
349.0,3.16479224216,1.69970022136,-5.41757141942
350.0,3.17985610818,1.82775048105,-5.52502420308
351.0,3.11781900575,1.74220600461,-5.32111012451
352.0,3.15489790695,1.64323825542,-5.41096414624
353.0,3.10574277281,1.85664211898,-5.41632098961
354.0,3.11966055454,1.72048582561,-5.42231701018
355.0,3.06731407727,1.85552357857,-5.49663320997
356.0,3.07207394192,1.66233142182,-5.19224701234
357.0,3.04177895133,1.68456825621,-5.17029689685
358.0,3.08936781857,1.7335955086,-5.20837784622
359.0,3.05698633774,1.79474994009,-5.43163165811
360.0,3.0633096499,1.53689611722,-5.11017284881
361.0,3.02497234895,1.69301641809,-5.31863875743
362.0,3.01265909362,1.60657817574,-5.19923372538
363.0,3.00169984324,1.73862701044,-5.05005772774
364.0,3.03736495367,1.66473190306,-5.06750096042
365.0,3.22650117898,1.75202222945,-5.38325719811
366.0,3.54440379493,1.79000110506,-5.60039243919
367.0,3.87224493072,1.93591705794,-6.30589788574
368.0,4.15481994078,1.86967434826,-6.60358976593
369.0,4.49005897583,1.9191719341,-7.07192076627
370.0,4.82884764615,1.85103513716,-7.54974378323
371.0,5.19643345653,2.00629830593,-7.85389769965
372.0,5.52335809815,1.86092731013,-8.30187169949
373.0,5.80692514513,2.35811726998,-9.18950658458
374.0,6.23092076365,2.093618226,-9.35079073381
375.0,6.58127493955,1.97733571477,-9.63714344698
376.0,6.98531086856,2.00190454875,-9.85574076016
377.0,7.47055958201,1.89488160156,-10.1646546891
378.0,7.88598009773,1.56326338966,-10.312075198
379.0,8.13169063937,2.13099359838,-11.1941778795
380.0,8.53630438843,1.59991049041,-10.9217784922
381.0,9.01409146408,1.64829906472,-11.2728131571
382.0,9.28806237061,1.57620277302,-11.3630762573
383.0,9.60287234564,1.59177126135,-11.7567210672
384.0,9.91392191337,1.40100642316,-11.94989889
385.0,10.0409942209,2.02009857862,-12.7307754242
386.0,10.3770941026,1.33047671516,-12.3759691767
387.0,10.4965966275,1.40805668237,-12.4485372716
388.0,10.6381036751,1.5226762541,-12.8382476596
389.0,10.7929026796,1.56399298671,-12.8888306543
390.0,10.938332913,1.69454249653,-13.2036413832
391.0,10.9866008599,1.85455278589,-13.3634783425
392.0,11.0554823557,1.88992733745,-13.6131471664
393.0,11.0982969345,2.34155181489,-14.1692352497
394.0,11.3036668553,1.90785835028,-13.6399211467
395.0,11.284283538,1.87562763306,-13.9810408519
396.0,11.2822020459,2.42115646246,-14.3383930023
397.0,11.3401708527,2.20127924938,-14.2453558718
398.0,11.4240883601,2.19441748337,-14.1099881474
399.0,11.3906466243,2.60521194185,-14.5334831992
400.0,11.4513433411,2.02862619942,-14.3212378747
401.0,11.4638840077,2.06328700369,-14.1609985587
402.0,11.4875495811,2.21867363011,-14.4689001202
403.0,11.4949530994,2.40923955678,-14.6671309263
404.0,11.473176245,2.56971275089,-14.4399854472
405.0,11.5714612918,1.89463492452,-14.2474916514
406.0,11.5663742508,2.2680245916,-14.5175278998
407.0,11.5700110977,2.43190543518,-14.7925481106
408.0,11.5077370801,2.01200135709,-14.140742755
409.0,11.5938049673,1.91321834267,-13.8920662202
410.0,11.5696387752,2.14820400386,-14.3383777895
411.0,11.5677158124,2.63882295395,-14.8714155323
412.0,11.5060236387,2.32705179212,-14.5108296467
413.0,11.5970361027,2.09991170564,-14.6678791295
414.0,11.9587356866,2.39394250172,-14.9442959838
415.0,11.9211214965,1.96909434238,-14.6454823584
416.0,11.8390993907,2.63631772555,-15.2468848943
417.0,11.6022477736,2.29344097925,-14.7424262817
418.0,11.7122273184,2.24559230595,-14.7013558949
419.0,11.7185692606,2.56441779414,-15.0051786091
420.0,11.7189835049,2.02735586668,-14.4742309433
421.0,11.6820676466,2.56870141516,-14.9986884012
422.0,11.7767396164,1.90901331687,-14.3756703043
423.0,11.7177335973,2.38599500688,-14.7833974852
424.0,10.9883676443,1.97920438261,-13.8891125475
425.0,7.99844361124,2.62253451693,-11.9402077991
426.0,6.96128987546,2.39382919381,-10.9301079263
427.0,6.33688975498,2.35673950522,-10.2952754487
428.0,5.87954174495,2.2992022339,-9.82828745296
429.0,5.51127856878,2.51677834976,-9.35118299401
430.0,5.21345097518,2.31921364174,-8.88288873667
431.0,4.95450705696,2.24506111131,-8.70238429597
432.0,4.80872773492,1.99209023331,-8.02318955495
433.0,4.62986681235,2.10566532162,-8.15501864025
434.0,4.49048351246,2.14588832423,-7.86012919986
435.0,4.41193211875,1.92973995625,-7.43442939416
436.0,4.26262238692,2.0231045173,-7.22324347279
437.0,4.16172028238,1.87270629599,-7.08713103429
438.0,4.08097913206,1.9165435812,-7.06518566818
439.0,4.00576954847,1.81125513389,-6.96713112468
440.0,3.94073236395,1.84115897252,-6.53875129599
441.0,3.88653839063,1.95427018899,-6.72492538876
442.0,3.81000748717,1.8829518374,-6.59255077143
443.0,3.79223316777,1.67578510522,-6.22639228515
444.0,3.74112542084,1.79564550332,-6.25604361493
445.0,3.66787658937,1.89731145736,-6.3176380162
446.0,3.64878018986,1.62446631098,-5.96641076814
447.0,3.57909170257,1.8682727528,-6.12343082899
448.0,3.53588450262,1.83222809212,-6.12975847984
449.0,3.50429281532,1.81160072321,-5.79007906718
450.0,3.52093313643,1.86168728697,-6.03304675531
451.0,3.44238618038,1.82374753779,-5.91023215604
452.0,3.4525435824,1.77758394963,-5.99990433795
453.0,3.403188694,1.72274534507,-5.612517187
454.0,3.37497954229,1.77898928049,-5.64036172039
455.0,3.32744790288,1.78999954258,-5.68746692366
456.0,3.29771530432,1.74804442083,-5.51083934912
457.0,3.25284385439,1.81931620753,-5.57899888043
458.0,3.25359422327,1.78125199358,-5.46821316659
459.0,3.21643119391,1.74144516042,-5.51148270682
460.0,3.25777029937,1.64244507947,-5.33301742311
461.0,3.17301192579,1.70822749463,-5.46488003242
462.0,3.16892389463,1.63605227202,-5.2596604291
463.0,3.13379719122,1.69978082893,-5.49767960002
464.0,3.14661317961,1.70034382075,-5.17622469031
465.0,3.16147274256,1.66151551373,-5.37435168293
466.0,3.07859814896,1.69637866075,-5.28519321358
467.0,3.10082743376,1.58438387357,-5.32402417589
468.0,3.06743499595,1.60539331284,-5.2038550202
469.0,3.04631121272,1.80736150924,-5.26609942647
470.0,3.04747692109,1.57007548005,-5.04590251816
471.0,3.01927983812,1.65880806731,-5.17916977541
472.0,3.07661611747,1.6838149091,-5.23830682849
473.0,3.00842534048,1.60459774843,-4.89930553902
474.0,3.0172262472,1.54825335108,-4.8121182371
475.0,2.9664518178,1.74543592868,-5.03254024191
476.0,2.98272791267,1.53280003071,-4.75616316904
477.0,2.94002405197,1.64194800902,-4.96314799086
478.0,2.97243406002,1.57906043871,-4.96147054154
479.0,2.91767943059,1.76880886056,-5.21220548476
480.0,2.97374514477,1.58763066395,-4.99727711422
481.0,2.90956073779,1.67060645709,-4.94497980448
482.0,2.90122553101,1.65753534164,-4.94166450883
483.0,2.89242543951,1.49595644267,-4.86405390079
484.0,2.91843120548,1.67937584932,-5.03881768058
485.0,3.12704095235,1.64945317031,-5.20950826592
486.0,3.40591414266,1.70123039668,-5.50462672396
487.0,3.68861703299,1.74627878138,-5.7387469702
488.0,3.98041470345,1.86712556426,-6.20495108026
489.0,4.2652376714,1.8027111257,-6.64411349296
490.0,4.61295405993,1.81058572911,-7.16198370314
491.0,4.89280212908,1.82888289441,-7.32499896586
492.0,5.22129895211,2.13768010583,-8.28306296322
493.0,5.51409253958,2.1469145463,-8.64834014939
494.0,5.87531561539,2.11300849194,-8.91452834461
495.0,6.21089979038,2.11693708913,-9.40494503041
496.0,6.64093651581,2.12510436833,-9.68769777428
497.0,6.97111918964,1.95901634644,-9.91484240932
498.0,7.36419880325,2.28008635856,-10.5488533439
499.0,7.78435554842,1.65180680708,-10.1743827738
500.0,8.17582201463,1.71733558094,-10.7349255907
501.0,8.58614239597,1.52234234212,-10.8554784974
502.0,8.87750613962,1.79372472098,-11.3419514901
503.0,9.20889488147,1.65184392301,-11.3541946783
504.0,9.4955148958,1.80851202679,-12.0874215352
505.0,9.82175417349,1.27178786946,-11.8527080791
506.0,10.0157405463,1.05189711151,-11.9348336194
507.0,10.1983402058,1.41544675855,-12.1789976668
508.0,10.4173723285,2.00141788013,-13.1054286424
509.0,10.5382986881,2.13576407724,-13.2608941219
510.0,10.7042699723,1.4380274811,-12.8065541145
511.0,10.8590863962,2.00750700825,-13.7025275662
512.0,10.955298691,1.72897971008,-13.4228231427
513.0,11.0111515499,1.53357391646,-13.2550742956
514.0,11.1426843668,1.62211495095,-13.3007669129
515.0,11.2137594852,2.01313668706,-13.8687726933
516.0,11.1852202025,2.10663921901,-14.0678234791
517.0,11.2572503562,1.51509365752,-13.2929548519
518.0,11.2899130769,1.91558787822,-13.9255559056
519.0,11.3310653272,2.23540856,-14.2860691427
520.0,11.3713488909,2.37066742773,-14.4145191196
521.0,11.3970757575,1.99139817685,-14.1223111369
522.0,11.4269264037,2.01756405997,-14.2398475696
523.0,11.4882013149,1.94020970744,-14.2786586454
524.0,11.4850258979,2.13749295132,-14.5034498925
525.0,11.4976241976,1.720076949,-13.7091476603
526.0,11.5662667624,1.8150065279,-14.0957420878
527.0,11.5491895793,2.11154296239,-14.3865740213
528.0,11.4978587434,2.32686272905,-14.4707906076
529.0,11.5782343569,1.89945455977,-14.0648418094
530.0,11.5841206639,2.21658706015,-14.495553159
531.0,11.6052554445,1.90387156733,-14.2432650644
532.0,11.5119479012,2.48122584025,-14.4860995911
533.0,11.5149124279,2.37896570395,-14.6796040704
534.0,11.5894162301,2.1267148567,-14.4149223531
535.0,11.6202106602,2.34233717138,-14.6126222194
536.0,11.6184924421,2.52667241013,-14.7297910483
537.0,11.6239642101,2.23708755335,-14.6078080717
538.0,11.6335991635,2.14919284179,-14.3584333578
539.0,11.6157662287,2.5311749485,-14.778797442
