362,34.6782281094
363,34.7625065068
364,35.7546190179
365,37.3289792568
366,38.1685803438
367,38.8538725953
368,39.3681276888
369,39.7426347207
370,40.1035872138
371,40.243748247
372,40.4679503289
373,40.6746226096
374,40.775658593
375,40.9202937363
376,40.9762519358
377,41.1087896551
378,41.2537291921
379,41.3277465706
380,41.3952834605
381,41.5171174539
382,41.5296235119
383,41.6407819069
384,41.7345575028
385,41.7940109472
386,41.7634586569
387,41.8904824338
388,42.0026205167
389,42.1520968643
390,42.0938444726
391,42.0779452731
392,42.2457780604
393,42.2546655462
394,42.3386554127
395,42.3365423923
396,42.2671301124
397,42.3372594136
398,42.3804840833
399,42.5018414369
400,42.5429890171
401,42.5284007088
402,42.5593140368
403,42.5219994483
404,42.582420865
405,42.7094281757
406,42.5927688457
407,42.5818346623
408,42.76264419
409,42.7198857523
410,42.7328027098
411,42.8137924581
412,42.764746896
413,42.8745746665
414,42.8468138772
415,42.7029340977
416,42.8340238375
417,42.8195142342
418,42.8135047292
419,42.8541038832
420,42.7739906672
421,42.8384784183
