Slice,X,Y
1,428,318
1,435,686
1,990,677
1,983,311
2,353,340
2,350,712
2,920,714
2,924,345
3,337,378
3,340,759
3,920,759
3,919,381
4,261,432
4,267,806
4,834,800
4,837,431
5,321,332
5,335,690
5,881,679
5,868,318
6,392,411
6,391,779
6,952,779
6,952,414
