302,12.9530030943
303,12.908562209
304,12.6835904202
305,12.6180359535
306,12.4775674459
307,12.2245363586
308,12.2719898764
309,11.9759953004
310,11.9806011558
311,11.7848886536
312,11.8980171153
313,11.4788601519
314,11.5257827726
315,11.3435261033
316,11.2128963824
317,11.2029636386
318,11.2950270543
319,11.0861787226
320,10.98405383
321,10.9052235454
322,10.6822025857
323,10.7863573461
324,10.6287584644
325,10.4721475226
326,10.324123867
327,10.4168911926
328,10.2218991728
329,10.1504069594
330,10.045281522
331,9.72472028916
332,9.65433174306
333,9.27458046324
334,9.42271946176
335,9.2970490198
336,9.11672651778
337,9.07572674382
338,9.11089482325
339,9.1342985313
340,8.99309937371
341,8.99049991816
342,8.82469501178
343,8.68196106299
344,8.53255269384
345,8.55439150021
346,8.63194068361
347,8.5855662407
348,8.60761905479
349,8.34000996218
350,8.44054184116
351,8.39080718897
352,8.45771469984
353,8.2442292578
354,8.22267438435
355,8.33489948973
356,8.23538811576
357,8.1807551778
358,8.16279617716
359,8.08304888952
360,8.17282638436
361,8.09464397737
